Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Regional Business Development Manager,MacGregor Black,"Ontario, Canada",Mid-Senior level,5 days ago,Contract,Sales and Business Development,Food and Beverage Manufacturing and Food and Beverage Services,"Regional Business Development Manager (Canada)Do you have a proven track record in launching imported products into the competitive market? Are you a strategic thinker, with experience in planning and executing a broad range of promotional activity?Do you thrive in independently driving sales initiatives with buyers and decision makers?MacGregor Black are currently supporting a sustainable Spirits Brand launching into the Canadian provinces, on the search for a Regional Business Development Manager to join their growing team. This is a Consultant role (9 Month contract) leading to permanent contract based in Ontario, Canada. Key ResponsibilitiesDevelop and maintain a strong working relationship with the LCBO (Liqour Control Board of Ontario), overseeing and optimizing sales. Spearhead a product launch into the Canadian market within the Off & On Trade, 70% - 30% with a focus on Off-Trade and Retail channels. Work closely with store buyers and hospitality operators, achieving listings, ensuring strong product positioning and visibility.Plan and execute consumer-led retail activities in-store, driving brand awareness and engagement.Develop and implement effective sales strategies, utilizing insights and connections in the imported alcohol industry.As the sole representative in the region, be a self-motivated, astute, and dynamic individual, capable of independently driving sales initiatives.What are we looking for?Proven experience in selling imported products in the Retail and Hospitality sectors, preferably in the alcohol industry.Strong connections with multiple channels and experience working with store buyers and key decision makers.Proven experience in planning and executing consumer-led activities.Ability to work independently, demonstrating self-motivation and dynamic leadership. Strong CRM management and reporting internationally.Willingness to adapt to a consultancy role initially, with the potential to transition to a full-time position.French Canadian language, highly desirable, along with experience with the SAQ (Société des alcools du Québec).Salary up to CA$ 100K (DOE). Please contact Kieron Hall for more information."
Retail Support Specialist,L’OCCITANE Group,"Toronto, Ontario, Canada",Mid-Senior level,1 day ago,Full-time,Other,Internet Publishing,"JOB SUMMARY:The Retail Support Specialist is responsible for the communication to and from L’Occitane’s retail stores located in US and Canada as well as Mini Hubs. The Retail Support Specialist is responsible to provide support for the operational training to the retail stores and the identification of process improvements.The Retail Support Specialist will also maintain a good level of stock across all stores based on a pre-determined KPI as well as reporting monthly on any adjustment type and will help on the mini hubs stock level improvement.The Retail Support Specialist also participate to the agile group Elite and make sure all promotion are set up properly.JOB RESPONSIBILITIES:Be the point of contact between the 160+ retail stores, the field leadership team, and the Supply Chain teamMake sure all inquiries from stores are answered within 48 hours maxCommunicate to stores in the weekly newsletter (Bonjour L’Occitane) any relevant information regarding stock or supply chain managementDevelop and maintain strong relationships with the field leadership team across all regions: perform bi-monthly calls with the District managers / Market DirectorsBe the link between all stores and B2C Stock Fulfillment team to communicate all feedback and actionBe the link between supply chain and retail operations teams to :Flag and find solutions for any stock concerns and improper store proceduresComplete adjustments and investigate the root causes of issuesCommunicate and present to leadership all Adjustment per type and propose an action place if needed. Be the link between supply chain and marketing teams to :Ensure non-mainland US stores (PR and HI) are fully utilizing products/older kits to avoid expirationSuggest available stock in stores to plan any sidewalk sales and marketing events (local events, Fukubukuro …)Perform morning checks to ensure the daily replenishment orders are accurate and ready to be prepared by the warehouseTraining and Process ImprovementPartner with Learning & Development team to create and communicate operational training document.Onboarding training documents for new stores Manager Updating current training documents Identify and build process improvement action plan based on feedbacks from store and B2C Stock Fulfillment teamKeep all training documentation updated KEY PERFORMANCE INDICATORS:On Shelf Availability (OSA) and Mini hub Rejection% In Full ordersAdjustment KPIEliteEmails/calls answering timeREQUIREMENTS: EDUCATION Associates or Bachelor's degreeExperience3-5 years of experience in Customer Service or Supply Chain, ideally in a retail businessSkillsCustomer service orientedExcellent communication and people skillsAbility to function in fast-paced environmentStrong organizational/multi-tasking/prioritization abilitiesCollaborative skills in solving issues with other departments Detail OrientedAbility to analyze numbers and draw reasonable conclusionsComputer skills in applications such as MS Excel, Word, and PowerPointKnowledge of SAP a plusFluent in EnglishPHYSICAL & TRAVEL REQUIREMENTSQuarterly travel to NY for 3-4 business daysAll Applicants:United States Applicants Only:Powered by JazzHRZ09fvyqRhb"
Retail Merchandiser,Premium Retail Services,"Fort Frances, Ontario, Canada",Entry level,3 days ago,Part-time,Marketing and Sales,Retail,"As a Premium merchandiser, you’ll join an established and fast growing, values-based company representing hundreds of brands across retail locations. Growing sales for Premium clients is the name of the game, and you’ll do it by executing retail merchandising activities. What’s in it for you? Competitive hourly rate.Flexible schedule.Working with the top brands in the tech industry and beyond. What will you do? Install promotional materials and displays to ensure our clients’ products stand out.Audit retail displays to make sure our clients make their best impression. Stock and pack out products to help ensure shoppers find what they need.Represent Premium and the client in some of the biggest retail stores in the world.  How will you succeed? Scheduling work as soon as it is assigned.Completing work within the provided timeframe.Reporting your work the same day you complete it.Harnessing your inner drive and passion for success. When the client wins, we all win.Using strong written and verbal communication skills.Closely following detailed instructions to ensure we get it right the first time. What do you need for the job? Your driver’s license and access to a reliable vehicle to get you from point A to point B.Basic tools (screwdrivers, hammers, etc.) to help you get the job done. A smartphone or tablet with access to data and internet.  How will Premium keep you safe during the COVID pandemic? Premium will provide you all the necessary materials to keep you safe as an essential worker at retail locations (masks, gloves, etc. as needed).So, are you Premium's next Retail Merchandiser?#WeArePremium"
Regional Account Manager,Avery Dennison,"Pickering, Ontario, Canada",Associate,2 days ago,Full-time,Sales and Business Development,Packaging and Containers Manufacturing,"Company DescriptionAvery Dennison Corporation (NYSE: AVY) is a global materials science and digital identification solutions company that provides a wide range of branding and information solutions that optimize labor and supply chain efficiency, reduce waste, advance sustainability, circularity and transparency, and better connect brands and consumers. Our products and solutions include labeling and functional materials, radio frequency identification (RFID) inlays and tags, software applications that connect the physical and digital, and a variety of products and solutions that enhance branded packaging and carry or display information that improves the customer experience. Serving an array of industries worldwide — including home and personal care, apparel, general retail, e-commerce, logistics, food and grocery, pharmaceuticals and automotive — we employ approximately 34,000 employees in more than 50 countries. Our reported sales in 2023 were $8.4 billion. Learn more at www.averydennison.com.At Avery Dennison, some of the great benefits we provide are:Health & Wellness benefits starting on day 1 of employmentPaid parental leave401K eligibilityTuition reimbursementFlexible work arrangementsEmployee Assistance Program eligibility / Health AdvocatePaid vacation and Paid holidaysJob DescriptionAvery Dennison is seeking a Regional Manager to join the Label and Graphic Materials Group, Graphics organization. This role is responsible for growing the company’s revenues by achieving sales objectives with regional and national distributors, as well as driving demand for both Window and Graphic Films at the converter level. Territory includes Canada.Key responsibilities:Responsible for sales growth; achieving sales and profit objectives in assigned territory. Manage a distribution channel, with strong emphasis on channel excellence. Provide direction to the organization to ensure organizational excellence. Drive demand for Avery Dennison products by calling on the converters. Provide product recommendations, samples, technical support, pricing and service information on demand. Manage relationships with key industry influencers, including channel partner sales people, OEM alliances, and graphics installers. Uncover and assess customer needs, develop value propositions, and communicate to the organization in a manner that ensures effective execution. Demonstrate products and/or services and provide assistance in the best application of product and/or services. Develop a thorough understanding of market conditions (e.g., current customers, potential customers, competitors) in assigned territory, and develop a strategy to achieve revenue goals. Conduct territory analysis and planning to enable appropriate allocation of time to accounts and customers. Responsible for securing, negotiating and maintaining effective distribution agreements. Use account management skills to plan and execute customer marketing/growth programs for customers. QualificationsEducation:Bachelor’s degree required, MBA preferred. Experience:4-5+ years of successful sales or related experience. Industry and product experience preferred. Other:Excellent negotiation, financial, mathematical, and business acumen skills. Strong ability to work as part of a team and navigate a cross-functional matrix organization. Demonstrated successful experience negotiating complex transactions with upper-level management. Skilled in developing sales penetration and growth strategies at targeted accounts. Proficient in assessing customer needs. Skilled in communicating and influencing effectively with all levels of management on complex business issues. Understanding of applicable computer systems, such as Google G Suite and Salesforce.com. Required Travel: 60-70%Additional InformationAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veteran status or other protected status. EEOE/M/F/Vet/Disabled. All your information will be kept confidential according to EEO guidelines.If you require accommodations to view or apply for a job, alternative methods are available to submit an application. Please contact (440)534-6000 or NA.TA.Operations@averydennison.com to discuss reasonable accommodations."
Junior - Data Entry Assistant (Remote),Seek Smart,"Toronto, Ontario, Canada",Entry level,2 days ago,Part-time,Administrative,"Technology, Information and Internet","Only accepting applicants here: seekmate.netWe are on the lookout for proactive individuals to join our Data Entry team, contributing to various projects such as healthcare research, e-commerce innovation, and customer feedback evaluation.Our Data Entry positions provide exceptional flexibility, allowing you to opt for remote work, an ideal setup for those wishing to increase their income from a location of their choosing, or to work from our offices for those who prefer a more traditional workplace.Position ExpectationsLog into your workstation, whether it's online or on-site, 10 minutes before your shift begins to ensure punctuality.Conduct data entry with precision, following all guidelines specific to each project, whether instructions are given in writing or verbally.Manage the data entry tasks specific to each project, which may include organizing and entering data related to products or services after an initial assessment.Uphold the data accuracy standards required for each project.Applicant RequirementsOwnership of a computer or smartphone with a high-quality camera is necessary.A reliable and fast internet connection is crucial.The ability to follow detailed instructions with high accuracy.Experience in data entry is preferred but not essential.What We ProvideThe flexibility to work remotely or from our office locations, tailored to your preferences.Remote work eliminates the need for commuting, offering significant time and cost savings.Flexible scheduling options are available, accommodating both full-time and part-time commitments.The chance to work with new products on certain projects, providing an immersive experience with the latest market innovations.Early access to provide feedback on new products or services before their widespread release.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Junior Data Entry Coordinator (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,3 days ago,Part-time,Information Technology,Financial Services,"Only accepting applicants here: seekmate.netWe're looking to grow our Data Entry team with individuals who are eager to take on various projects, including but not limited to, healthcare research, e-commerce strategy, and customer experience improvements.The flexibility of our Data Entry positions allows you to choose remote work, making it an ideal way to earn extra income from your chosen location, or to opt for working in our office spaces for those who prefer a conventional work environment.Your ResponsibilitiesBe ready and logged into your workstation, online or onsite, 10 minutes before the start of your shift.Accurately perform data entry tasks, adhering to the specific instructions for each project, whether those instructions are verbal or written.Undertake the data entry needs for each project, which may include tasks such as organizing and entering data related to products or services after an initial review.Consistently meet the data accuracy standards required for each project.Candidate CriteriaMust have a computer or smartphone with a working camera.A stable, high-speed internet connection is crucial.Capable of accurately following complex instructions.Experience in data entry is a plus but not mandatory.What We OfferThe option to work remotely or within our office spaces, depending on your preference.The benefit of remote work includes eliminating commute time and expenses.Flexible scheduling to accommodate your needs, with options for full-time or part-time positions.The opportunity to interact with new products in certain projects, offering firsthand experience with innovations.Early access to review and critique new products or services before their official release.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Store Manager | Pacific Center,Diptyque Paris,"Vancouver, British Columbia, Canada",Not Applicable,3 days ago,Full-time,"Sales, Management, and General Business",Retail Luxury Goods and Jewelry and Personal Care Product Manufacturing,"DIPTYQUE Paris Luxury Fragrance House has established itself as one of the most renowned, leading fragrance houses within the luxury market today. Founded in 1961, the Maison is known for its mix of iconic scented candles, personal fragrances, bath and body products, and home décor. Its flagship boutique is in Paris’ 5th arrondissement at 34 Boulevard Saint Germain.This role will oversee the NEW Diptyque Pacific Center Boutique - Opening July 2024Job responsibilities include, but are not limited to:Drive store sales results to reach goals daily and achieve company targetsAssist with team recruitment, training, and developing an effective sales teamCoach and develop successful associatesEffective communication with all levels of upper managementManage staff scheduling and approve weekly payrollProvide constructive feedback, resolve all concerns and take disciplinary action as needed Maintain strong product knowledge of the brandImplement and maintain visual and merchandise standardsBuild and maintain strong relationships with the team, customers, and colleaguesPrepare daily, weekly, and monthly reports Suggest and implement business plans that will increase profitabilityDevelop and execute store eventsEnsure company policy and procedures are adhered toOversee store operations, including, but not limited to maintaining stock (organization, replenishment, and inventory control) and store cleanliness and general housekeeping Ad hoc projects as assignedJob Requirements:Previous luxury retail experience a must;Familiarity with this particular customer base a strong plusStrong business accountability and follow throughProven ability to drive sales resultsCoaching and staff development experienceExperience creating and maintaining a strong clientele baseStrong communication skills, both written and verbal Flexibility to work nights and evenings as needed"
Junior Data Entry Assistant (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,2 days ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netOur Data Entry team is expanding, and we're in search of dedicated individuals who can support a broad spectrum of projects, from healthcare research endeavors to the refinement of e-commerce platforms and customer feedback analysis.The Data Entry roles we offer are highly flexible, giving you the option to work remotely, an excellent way to earn additional income from any preferred location, or to choose the engaging atmosphere of our office settings for those who prefer traditional workspaces.Roles And ResponsibilitiesLog into your designated workstation, whether online or onsite, 10 minutes before your shift, to start on time.Ensure the accuracy of data entry, following the project-specific guidelines meticulously, whether the instructions are provided in writing or orally.Address the particular data entry requirements of each project, which may include tasks such as organizing and inputting data related to products or services following an initial review.Maintain the data accuracy levels demanded by each project.Desired SkillsA computer or smartphone with a reliable camera is required.An uninterrupted, high-speed internet connection is essential.Proficiency in accurately following detailed instructions.Previous experience in data entry, while not mandatory, is highly valued.Employee BenefitsThe choice between remote work and on-site work, depending on your personal preference.Remote work offers the advantage of eliminating commute times and costs.Flexible work hours to suit your availability, whether looking for full-time or part-time employment.Access to new product samples for specific projects, providing valuable hands-on experience with the latest innovations.The opportunity to provide early feedback on new products or services before they are released to the general public.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Product Manager,Neo Financial,"Winnipeg, Manitoba, Canada",Mid-Senior level,3 days ago,Full-time,Product Management and Marketing,Financial Services,"Come Build a Better Financial Future for all Canadians At Neo, we're building a more rewarding financial experience for all Canadians.Life at a rapidly expanding tech startup is demanding, exhilarating, and not for everyone.From world-class creative minds to brilliant engineers, it's high-performing people that make Neo a workplace with passion and purpose.Since being founded in 2019, Neo has built incredible traction and is one of the fastest growing fintechs in Canada.LinkedIn's Top Startup in Canada for 2022 and 2023Top-ranked mobile apps and credit cardsCanada's top-rated credit cardTeam of 700+ people1M+ customers in 3 years 11K+ retail partnersHigh Performance at NeoWe recruit, hire, and build our company culture around these attributes:Teamwork: We trust, respect, encourage, and show up for each other — through good times and hard. We're on this mission not just for ourselves, but also for the people we work with — and ultimately, for our customers.Ownership: We all have a stake in Neo's success — so we go out of our way to do what needs to get done. We hold ourselves accountable to deliver on our commitments — to our customers, to our partners, and to our team. When we fall short, we find a way to do better in the future.Professional Integrity: We're asking millions of Canadians to trust us with their hard-earned money — so we hold ourselves (and each other) to the highest standards of integrity.The roleNeo Financial is looking for a full-time Product Manager to join our team in Winnipeg, MB to run one of our Financial Product verticals. Our Product Managers are embedded with our agile development teams to guide products from conception to launch. In this role, you'll have the opportunity to work closely with key stakeholders across the company to identify and execute against opportunities to grow our customer base and drive engagement with Neo's suite of financial products, including the Neo Card and Neo Savings accounts, as well as future products and services.What You'll Be DoingHelp define the product vision and strategy, and translate that vision into a clear product roadmap to drive growth and engagement Work closely with engineering, product marketing, UX research, and product design teams to build the best Financial Services products in the marketEngage with third party banking and technology partners to coordinate plans and roadmaps that will support continued product innovationDevelop a deep understanding of our financial product stack from a user, technical, operations, business and design perspective; use that understanding to bring high-impact opportunities to the product roadmapOwn the execution of your team's projects; excelling at keeping the product ticket backlog up-to-date and prioritized, integrating projects into sprints, release management, gathering feedback and iterating on releasesResponsible for gathering feedback and communicating ongoing developments of the product across the company; working closely with our marketing, operations, finance and compliance teams to identify and execute against the highest value opportunitiesSupport team members within your product group, while working towards adding value across product functions, contributing to longer-term product roadmapsWho We're Looking ForA minimum of 3-5 years of product management experience working with software productsCapable of executing high-value projects with multiple stakeholders, while dealing with competing prioritiesTaking ownership over your work and outcomes with a passion for building world-class products with a world-class teamExperience working within financial technology companies or banking is an assetWhat Will Help You SucceedA high achiever, willing to roll up your sleeves to learn about Neo's customers and share a nuanced opinion on what makes a product greatAbility to contribute consistently and positively in a high-paced, fast-changing work environmentCuriosity that drives you to learn, investigate, and consistently improve An influencer who can gain support and commitment to mobilize ideas and people to take actionWorking at NeoJoining Neo means betting on yourself and discovering your full potential. As individuals and as a team, we continually challenge ourselves and each other to do our best work. We're making change happen at a rapid pace — providing endless opportunities to sharpen your skills, expand your knowledge, and find new solutions to complex problems. That means rapid career progression and constant learning opportunities.The people who thrive at Neo are resourceful, relentless, and want to win. We hold ourselves to high standards, because we're on a mission that matters — to transform financial services for the better. If that's what you're looking for, read on.We trust, respect, and show up for each other. That means truthful conversations, frequent feedback, and working with people who push you to be your best. We're evolving quickly as an organization, we work together in person, and the pace of progress isn't for everyone. That's why we're looking for change-makers who love a challenge — who would rather blaze a trail through uncertainty than travel a well-paved road.Our team members earn meaningful equity in the company through stock options — so Neo's growth benefits everyone who helps make it happen. That also means taking on more responsibility than you may have had at your last job. We don't get hung up on job titles or hierarchy — we're focused on doing what it takes to accomplish our mission.Check out these videos from our employees to learn more about Working at Neo.Apply with Us We believe in equal opportunity, and are committed to creating an inclusive climate where everyone can thrive. Customers trust us with their finances, so successful candidates for this position will be required to undergo a security screening, including a criminal records check and a credit check."
Junior Data Entry Clerk (Remote),Seek 2 Thrive,"Vancouver, British Columbia, Canada",Entry level,2 days ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netWe are looking for dynamic people to join our Data Entry team, key for supporting various projects, such as healthcare research, e-commerce product management, and customer feedback analysis.You have the choice to work remotely or on-site at our facilities, depending on your preference. These Data Entry roles offer fantastic flexibility, allowing you to work from home or at our offices.Role ResponsibilitiesBe ready at your workstation, logging in at least 10 minutes before your shift starts.Input data accurately, following all guidelines provided for each specific assignment, whether instructions are in written or oral form.Complete data entry tasks related to each project you undertake, which may involve organizing and processing information about different services or products.Manage and input data effectively, maintaining high standards of accuracy as per project requirements.Ideal CandidateShould have a computer or smartphone with a functional camera.Must have a reliable internet connection.Skilled in following detailed instructions with precision.Experience in Data Entry is preferred but not a requirement.Benefits For EmployeesChoose between the flexibility of working remotely or the structure of on-site engagement.Working from home offers the convenience of no commute, saving both time and money.Flexible schedules accommodate both full-time and part-time commitments, tailored to your availability.The opportunity to receive and interact with product samples for certain projects, enriching your experience with direct product engagement.Access new products or services for review before their official market launch.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Junior Data Entry Operator (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,3 days ago,Part-time,Administrative,Financial Services,"Only accepting applicants here: seekmate.netOur team is expanding, and we are in search of dedicated individuals to fill roles within our Data Entry department, supporting a wide range of projects from in-depth healthcare research to the optimization of e-commerce platforms and the analysis of customer feedback.The Data Entry roles we offer provide significant flexibility, allowing you to opt for remote work as a means to earn additional income from the comfort of your chosen location, or to work within our offices if you prefer a more conventional work environment.Essential DutiesEnsure you are ready and logged into your workstation, be it online or physical, 10 minutes before your shift begins, to start your work promptly.Accurately execute data entry tasks, adhering to the project-specific guidelines, whether those guidelines are presented in a written or oral format.Fulfill the unique data entry requirements of each project, which may include the organization and input of data related to various products or services following an initial assessment.Consistently uphold the standard of data accuracy demanded by each project.Required SkillsMust have a computer or smartphone equipped with a reliable camera.A consistent and reliable internet connection is crucial.The ability to meticulously follow detailed instructions.Experience in data entry is a plus, though not a requirement.Benefits For Team MembersFlexibility to work remotely or from our office locations, aligning with your work preference.Remote work offers the advantage of eliminating the need to commute, thus saving time and money.Availability of flexible work hours to suit full-time or part-time engagements, according to your availability.The chance to test and interact with new products for certain projects, providing firsthand experience with innovative products.Early access to evaluate and offer feedback on new products or services before their market introduction.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
Data Entry Coordinator Junior (Remote),Seek 2 Thrive,"Toronto, Ontario, Canada",Entry level,3 days ago,Part-time,Information Technology,Financial Services,"Only accepting applicants here: seekmate.netWe are on the lookout for proactive individuals to join our Data Entry team, contributing to various projects such as healthcare research, e-commerce innovation, and customer feedback evaluation.Our Data Entry positions provide exceptional flexibility, allowing you to opt for remote work, an ideal setup for those wishing to increase their income from a location of their choosing, or to work from our offices for those who prefer a more traditional workplace.Position ExpectationsLog into your workstation, whether it's online or on-site, 10 minutes before your shift begins to ensure punctuality.Conduct data entry with precision, following all guidelines specific to each project, whether instructions are given in writing or verbally.Manage the data entry tasks specific to each project, which may include organizing and entering data related to products or services after an initial assessment.Uphold the data accuracy standards required for each project.Applicant RequirementsOwnership of a computer or smartphone with a high-quality camera is necessary.A reliable and fast internet connection is crucial.The ability to follow detailed instructions with high accuracy.Experience in data entry is preferred but not essential.What We ProvideThe flexibility to work remotely or from our office locations, tailored to your preferences.Remote work eliminates the need for commuting, offering significant time and cost savings.Flexible scheduling options are available, accommodating both full-time and part-time commitments.The chance to work with new products on certain projects, providing an immersive experience with the latest market innovations.Early access to provide feedback on new products or services before their widespread release.This is a part-time, remote position ideal for individuals looking for flexible, temporary employment opportunities from their home. Prior experience in data curation is not necessary, offering a fantastic avenue for earning additional income through flexible remote tasks.Important: This role is intended for earning supplemental income and is not a full-time job opportunity."
National Sales Manager,MediPharm Labs,"Greater Toronto Area, Canada",Mid-Senior level,5 days ago,Full-time,Sales and Business Development,Pharmaceutical Manufacturing,"Located in Barrie, Ontario, MediPharm Labs offers a professional and collaborative workplace culture in a leading-edge facility built to international pharma standards. Our company is a recognized leader in the Cannabis industry, having won numerous cannabis and entrepreneurial awards. Our growing team of scientists, technicians, engineers and business professionals delivers quality and innovation through research, discipline, and forward thinking.Position SummaryThe National Sales Manager will be responsible for driving growth across priority markets, overseeing our national field sales team and fostering strong relationships with retailers and provincial contacts. The successful candidate will leverage their sales management expertise, leadership skills, and thorough understanding of building solid and successful retail programs to fulfill our retail sales strategic goals.Role Specific ResponsiblitiesWork closely with the Sales and Marketing executives to develop field strategies and initiativesBuild, coach and mentor a successful sales team to work in key markets across Canada Provide leadership and direction with regular feedback to the team, ensuring that learning and development opportunities are realized and capturedDevelop relationships with cannabis retail staff across Canada to deliver on MediPharm Labs portfolio objectivesVisit cannabis retail stores to deliver value to our customers through relationship building, merchandising and product training, ensuring that an effective and efficient visiting program is planned and executedEnsure the sales team has a deep and current understanding of the domestic cannabis industry and of the challenges and opportunities specifically relevant to the industryProactively seek opportunities to stay up to date with market trends and cannabis knowledge and informationLead efforts to identify and engage potential clients, assess value, negotiate service agreements and manage client relationshipsMeasure, analyze and communicate progress towards strategic goals, providing various reports and analytics to management teamBuild and maintain close working relationships with various department managers to ensure alignment between market opportunities, retail sales activities and operational capabilitiesMaintain a client relationship management (CRM) system to ensure visibility of sales pipelines and transactionsManage provincial board relationships, ensuring we maximize our opportunities in each region for core listings and new products.Required SkillsMust have full access to vehicle - this position is based in Ontario with occasional travel to B.C., Alberta and other regions.Proven business development expertise within CPG or Pharma, preferably within a controlled substance categorySolid sales management experience, with ability to lead a sales team; coach, evaluate and provide feedbackStrong communication and interpersonal skills to develop and maintain relationships with clients, partners, stakeholders and colleaguesProficient in use of CRM system, such as Salesforce, Microsoft dynamics, ZohoConfidence with collating, analyzing and presenting metrics and various sales reportsRequired QualificationsPreferably Bachelor of Arts, Science or Business AdministrationMediPharm Labs is committed to providing accommodation for applicants with disabilities in its recruitment processes. If you require accommodation at any time during the recruitment process, please contact 705-719-7425 ext. 1080To apply online, please click on the appropriate link below."
Online Marketing Specialist Remote,Steps to Awakening Your Potential,"Calgary, Alberta, Canada",Not Applicable,5 days ago,Other,Marketing and Sales,Advertising Services,"Redefine Your Career as an Online Marketing Specialist Working RemotelyAre you a motivated online marketing specialist eager to take your career to new heights while working from anywhere in the world? We're thrilled to invite you to join our team as a Remote Online Marketing Specialist. This role offers you the freedom to excel in a dynamic, virtual environment while making a significant impact.Your Role Digital Marketing: Craft and execute cutting-edge online marketing strategies. Work from Anywhere: Embrace the flexibility to work from your chosen location. Global Opportunities: Your reach knows no bounds. Endless Growth: Unlock a world of growth potential. Full or Part-Time: Customize your work hours to fit your lifestyle. Minimal Requirements: All you need are a computer, internet connection, a phone and your passion for online marketing. Guidance and Resources: Benefit from our expert guidance and comprehensive resources. Continuous Learning: Stay ahead with access to ongoing training and support. Earning Potential: Your earning potential is boundless, with room to grow.Qualifications Results-Oriented: Driven to achieve outstanding results. Self-Motivated: Thrive in a remote and flexible work environment. Digital Marketing Enthusiasm: A genuine passion for all things online marketing. Communication Skills: Proficient in written and spoken English. Positive Attitude: Exude positivity in all your endeavors. Entrepreneurial Spirit: An entrepreneurial mindset and a desire to succeed. Commitment: Dedication to making a difference. Adaptability: Willingness to embrace change and innovation.Please Note This role is designed for remote work, offering the freedom to work from anywhere. Not suitable for students At least 2 years of relevant work experience is required. This is not your typical 9-to-5 job; it's an opportunity where your income is directly tied to your marketing successes.Ready to Transform Your Career? Apply Now"
