Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Storekeeper (YYZ),Air Transat,"Mississauga, Ontario, Canada",Entry level,4 days ago,Full-time,Management and Manufacturing,Airlines and Aviation,"Company DescriptionAir Transat is Canada's leading vacation carrier. It offers some sixty international destinations in over 25 countries in North America and Europe, as well as domestic and connecting flights within Canada. Each year, the airline carries some 5 million passengers.We work with respect, diversity and pride, and belong to one of the world's largest integrated tourism companies. When you choose Air Transat, you benefit from competitive compensation, a full range of fringe benefits and a travel advantages program, but first and foremost you work with a team of aviation enthusiasts.Job DescriptionThe storekeeper will be responsible for the proper receiving, storage, issuing, and shipping of materials and tools. Must be Customer oriented with excellent interpersonal skills.ResponsibilitiesResponsible for the receiving, shipping, and inspection of aircraft parts;Prepare orders for various projects in accordance with pre-established schedules (C-Check, A-Check, etc.);Ensure that all receiving and shipping records comply with company Maintenance Policy Manual (MPM);Maintain shipping and receiving logs and ensure incoming and outgoing products and documentation comply with Transport Canada regulations;Conduct daily internal inventory audits;Properly Issue and retrieve tools to and from aircraft mechanics, to support production;Review material shelf life reports and inventory;Review tool calibration reports and tool calibration dates;Ensure that key material inventory levels are properly distributed between Air Transat’s main hubs.QualificationsQualificationsHigh School Diploma or training in a field related to the position (aerospace industry);Minimum of three (3) years’ experience occupying similar functions in aerospace industry;Minimum of three (3) years’ experience in hazardous materials handling/shipping and in-depth knowledge of customs documentation (an asset);Strong organizational skills and outstanding ability in managing priorities;Sense of initiative, solution oriented, customer service oriented and able to work in a fast and changing environment;Must be able to qualify for a Restricted Area Identity Card (RAIC) from Transport Canada;Must be able to qualify for a D/A driving license within the first 6 months of employment;Good knowledge of Microsoft Office computer software (Word, Excel);Dangerous goods certified (an asset);Valid forklift licence (an asset);WHMIS training (an asset);Good physical condition: must be able to load, unload, sort, and move materials weighing over 50 pounds manually;Additional Information3 positions availableEmployment EquityAt Transat, we foster an environment where inclusiveness, respect and equity reign. We endeavour to build a workforce that reflects the diversity of our customers as well as the communities to which we travel. We encourage women, members of visible minorities, ethnic minorities, aboriginal peoples as well as people with disabilities to submit their candidacy. Transat will accommodate people with disabilities throughout the recruitment and selection process. If you require an accommodation, please contact us in order to work together in meeting adequately your needs."
Customs Assistant Manager,Delmar International Inc.,"Windsor, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Management,Non-profit Organizations and Primary and Secondary Education,"Mandate: Reporting to the Department Manager, the Customs Assistant Manager will be responsible for overseeing team processes and ensuring the efficient delivery of customs processing services to Delmar clients. This includes managing customs transactions for a portfolio of clients, ensuring precise revision and verification of documents for compliance. The candidate is also responsible for addressing client queries and maintaining positive relationships with both clients and relevant government authorities.Requirements: Minimum 5 years of experience in the Customs Brokerage industry College Diploma in International Transportation & Customs or related field is preferred Experience with staff management is considered an asset Strong knowledge of Canadian customs regulations & trade processes and programs CCS, CTCS, LCB designations are preferred Experience in CargoWise One system or related brokerage systems is considered an asset Proficiency in MS OfficeWhat You Offer: Ability to work independently (drive and self-starter/self-managed) and in a team environment Excellent interpersonal skills and capability of motivating your team to ensure successful mandate completion Excellent oral and written communication skills Exceptional customer service skills Extremely detail-oriented and organizedWhat We Offer: Equal opportunity employer   Competitive compensation Comprehensive Benefits package, including fitness reimbursement program(s) Education Reimbursement Program Balance between work and home life"
Head of Retail Operations,JD Sports Canada,"Vancouver, British Columbia, Canada",Mid-Senior level,2 days ago,Full-time,"Customer Service, Strategy/Planning, and Training",Retail Apparel and Fashion,"Department: RetailLocation: Vancouver, BCWorkplace Type: On-SiteJob Type: Full-Time, PermanentSalary: $100,000 to $120,000 per yearTHE TEAMJD Sports is a sports-fashion retail company with the incentive to inspire the emerging generation of globally minded consumers through a connection to the universal culture of sport, music and fashion. Established in 1981, the JD Group is a leading global omnichannel retailer of Sports, Fashion, and Outdoor brands. With our retail stores expanding and evolving all throughout Canada, The Group is continuously finding and developing talent that adds to the inclusive and diverse work culture. JD continuously and successfully sets the global standard for retail experience best through the unique delivery of the world’s most authentic brands to the market. Our commitment to showcasing brands in a premium environment and stores remain a key part of the JD strategy.THE ROLEOur Retail team is looking for a Head of Retail Operations to join our team at Vancouver HQ! The Head of Retail Operations will contribute to the growth, best practices, customer service, and inventory management of our retail operations. This is an exciting time as JD Sports continues to grow every year and expand in the Canadian retail market, so if this is the role for you, come join our team!Duties/Responsibilities:Collaborate with senior management to develop and implement comprehensive operational strategies aligned with the company’s goals and objectives; identifying market trends, assessing competitive landscapes, and leveraging insights to drive strategic decision-making.Utilize advanced analytics tools and methodologies to monitor key performance indicators (KPIs) such as sales metrics, foot traffic patterns, and customer demographics.Translate data insights into actionable strategies to optimize store performance and drive revenue growth.Lead initiatives to continuously evaluate and optimize operational processes across all aspects of retail operations (inventory management, supply chain logistics, and customer service delivery).Implement best practices and innovative solutions to enhance efficiency, reduce costs, and improve overall operational effectiveness.Oversee inventory management processes to ensure optimal stock levels while minimizing carrying costs and inventory shrinkage.Establish inventory control measures to optimize inventory turnover and maximize profitability.Collaborate with cross-functional teams to develop and implement initiatives aimed at enhancing the overall customer experience.Implement customer feedback mechanisms and utilize insights to continuously improve service delivery and exceed customer expectations.Ensure compliance with all regulatory requirements, industry standards, and company policies related to retail operations.Proactively identify and mitigate operational risks, including issues related to safety, security, and regulatory compliance, to safeguard the interests of the company and its stakeholders.Evaluate emerging retail technologies and digital solutions to enhance operational efficiency, streamline processes, and improve the overall customer experience.Lead the implementation of retail technology solutions, ensuring seamless integration with existing systems and infrastructure while driving innovation and staying ahead of industry trends.Skills/Experience/Knowledge needed:Leadership: Ability to lead and inspire a diverse team of retail managers and staff.Strategic Planning: Capability to develop and execute strategic plans to achieve business objectives.Retail Management: Strong understanding of retail operations, including sales, inventory management, merchandising, and customer service.Financial Management: Proficiency in financial analysis, budgeting, and forecasting to ensure profitability and cost control.Problem-Solving: Aptitude for identifying issues within the retail operation and developing effective solutions.Data Analysis: Skill in analyzing retail data to identify trends, forecast sales, and make data-driven decisions.Customer Experience: Dedication to providing exceptional customer service and enhancing the overall shopping experience.Communication: Strong verbal and written communication skills to effectively convey ideas, policies, and strategies to various stakeholders.Change Management: Ability to adapt to changes in the retail landscape and lead teams through periods of transition.Technology Proficiency: Familiarity with retail management software, point-of-sale systems, and other relevant technologies to streamline operations and improve efficiency.Regulatory Compliance: Knowledge of relevant laws and regulations governing retail operations, such as labor laws, safety standards, and consumer protection laws.Inventory Control: Skill in managing inventory levels, reducing shrinkage, and optimizing stock turnover.Analytical Thinking: Capacity to analyze complex situations and make strategic decisions that drive business growth.Networking: Ability to build and maintain relationships with key stakeholders, industry peers, and partners.THE PERKS Benefits – Includes medical, optical, and dentalPaid time off – Includes vacation, sick days, and holidaysStore discount – Includes staff discount, family & friends discountKitchen/ lunchroom area – Our in-house kitchen area includes communal snacks, hot stove, dishwasher, microwave, fridge, and coffee machineTravel perks – Includes exclusive hotel deals in major cities (Vancouver, Toronto, NYC, Los Angeles)"
"Manager, Partnership Sales and Service",York United FC,"Vaughan, Ontario, Canada",Mid-Senior level,1 day ago,Full-time,Other,Spectator Sports,"Job DescriptionYork United Football Club is a people and community first professional soccer club based in Toronto and competing in the Canadian Premier League. Home games are played at York University's York Lions Stadium, in a community in which we strive to unite based on the authenticity, beauty, and pure joy of football.York United (“the Club”) is searching for an enthusiastic, genuine, outgoing, and results-driven Manager to join our team and expand relationships with key partners and our community. The ideal candidate will naturally align with our values and mission, have a team-first attitude and is goal-oriented. The Manager, Partnership Sales & Service will be primarily responsible for the prospecting, acquisition, and management of Partner accounts and relationships. This will include developing communication and sales strategies to cultivate leads, deliver results, and build revenue opportunities that align with our strategic goals, mission, and values.This role will be primarily in-office but may have flexibility to work remotely. There is a high expectation you would be conducting off-site meetings directly with prospects and clients. Reliable transportation is required as meetings and activations will be primarily located in and around York Region and the GTA. This position is full-time (40 hours per week) and will require match day attendance, which primarily occur on weekends.Essential Functions And ResponsibilitiesProspect, target, pitch, and secure strategic partnerships with corporations and community organizations to enhance our revenue, brand, and overall impact Conduct research to identify potential revenue streams and assess risk to ensure prospects and partners are aligned with our mission and valuesUnderstand the prospect's brand DNA and design sales presentations to reflect brand synergies and advantagesDeliver impactful on-brand and on-target partnership programs for new business prospects highlighting key value propositionsDevelop, visualize and present customized value-based partnership solutions for prospective sponsorsFacilitate ideation by leading cross-functional brainstorms to inform and design creative solutionsSupport the York United FC ticketing department to drive ticket buyers through partners and potential sponsor prospectsCollaborate with the Marketing Team to increase our reach, visibility, and engagement within our community and among partners and prospects. Represent the Club at relevant events and networking opportunities to promote awareness and secure prospects Develop and maximize networking opportunities with potential and existing sponsors, marketing agencies, and community organizationsOversee the execution of any finalized partnership agreements and deliverables with a focus on risk mitigation and maximizing valueMEASUREMENTS OF SUCCESSAchieve all department revenue and service level KPIs and targetsEstablish and maintain positive relationships with current corporate partners and prospectsEnsure both Club and league policies and values are maintained to achieve brand integrityCultivate new partnership opportunities to drive incremental revenueEffectively service partnership accounts to drive partnership renewals and growthContribute to overall Club success Qualifications (knowledge, Skills, Abilities, Experience)Job Specific Skills and Abilities3+ years of work experience in sales is a requiredDemonstrated track record for results-driven sales and serviceAbility and discipline to manage time, campaign deliveries, making effective priority tradeoffs, etc. Effectively communicate with partners, clients, co-workers, and other parties, both written and verbalActive listening skills that allow you to respond and communicate in a manner that builds relationshipsHigh level of professional independence with the ability to understand the strategic direction of the Club and effectively strategize to meet and exceed expectationsComprehension of marketing and partnership best practices with a mindset for client service and successStrong business acumen with a focus on business development and revenue generationPerform well under pressure with an ability to multitaskAssets:Experience using CRM systemsA great business network and a known presence in the marketplaceKnowledge of the GTA business and partnership sales and service landscapeKnowledge of surrounding communitiesCompensation:Salary will be commensurate with experienceVariable incentive plan will be developed to reward meeting revenue and service level targetsOTHER CONSIDERATIONS:Required to travel and work evenings and weekends as necessaryRequired to have access to a vehicle at all timesSecondary language skills considered an assetCONTACT:Please apply with a cover letter and CV and submit your application to Ricardo.p@yorkunitedfc.ca.We will hire the right candidate when we meet them.York United FC is an inclusive employer dedicated to building a diverse workforce. We encourage applications from all qualified candidates and will accommodate applicants’ needs under the respective provincial human rights codes throughout all stages of the recruitment and selection process.We thank all applications in advance for their interest; however, only those candidates selected for an interview will be contacted."
Store Warehouse Lead,JYSK Canada,"Edmonton, Alberta, Canada",Associate,5 days ago,Full-time,Sales and Business Development,Retail,"Job DescriptionAre you looking for something more than just a job? Are you looking for a community, a partnership, a team, and an opportunity to learn and grow in your career?As one of world’s leading, and fastest-growing home furnishing retailers, we know what it takes to build a satisfying career.The Role:As a Store Warehouse Lead you will assist the store management team with the day to day operations of the store. You will ensure the organization and cleanliness of the warehouse. You will also unload, stock, and retrieve merchandise in the backroom of the store, ensuring the logistics is up to date. Keeping safety as the number 1 priority, you will supervise, coach, and train all warehouse team members on warehouse processes.Other duties include:Ability to operate pallet jack and other warehouse equipmentManaging the warehouse inventory and control losses, damages and/or theftsCommunicating merchandise arrival to store team to ensure appropriate turnaround time of stockPrinting relevant receiving reports to ensure that all are received or sent with no outstanding PO's or transfers. What this role brings to you:The possibility of being part of a dynamic team and cultureThe opportunity to have a rewarding career with various prospects for career advancement across different functions and teamsA great benefit package for full-time colleagues (including medical, vision and dental)An amazing colleague discount on all JYSK products What you bring to the role:Ability to plan, organize and effectively prioritize the warehouse with a sense of urgencyAbility to make decisions related to all aspects of shipping and receiving that supports company guidelinesMinimum 6 months of relevant warehouse/back-end retail experience1+ Year of retail experience is preferredHigh school diploma or equivalent preferredIf this sounds like an opportunity for you, come join JYSK and experience it for yourself!JYSK Canada is proud to be an equal opportunity employer. We welcome and encourage all candidates to apply. Our company values diversity and is committed to creating an inclusive culture where Colleagues can fully develop and utilize their talents and strengths. We consider all applications based on the position requirements, and we do so without regard to any unrelated factor and/or characteristic. Reasonable accommodations are available upon request for candidates taking part in all aspects of the hiring process.Additional InformationA significant output of physical effort is required through lifting, pulling, etc. Placement of merchandise and supplies of varying sizes weighing up to 20 kg without assistance and over 21 kg with team lifting.Movement of freight by use of power equipment and manual equipment is required.Use of Ladders is required"
Inventory Coordinator,Cérélia North America,"Mississauga, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Management and Manufacturing,Internet Publishing,"Are you a “foodie” and love cookies, muffins and pancakes? Are you are looking for a company where we place high value on teamwork, collaboration, innovation? Are you looking to gain experience and grow your career with a successful international company?If you are looking to do the best work of your career, be a part of an extraordinary company and have a passion for what we do, we want to hear from you!Cerelia Bakery Canada (Formerly English Bay Batter) is currently looking to add some awesome new team members to our facility in Mississauga, ON.About Cerelia Bakery Canada:We develop and produce exceptionally high-quality products including: Fresh & frozen cookie dough and muffin batter in pre-portion sizes and scoop and bake pails for the foodservice industry as well as in-store bakeries of North American grocery, mass and club stores.Our baked gourmet cookies and muffins are produced for distribution through multiple channels, including quick service restaurants. Refrigerated products including cookie, pastry and biscuit dough sold to North American Grocery Stores in a variety of formats including canister, chub, break-and-bake and place-and-bake.Our Research and Development is on-going, aimed at introducing new and exciting products to complement our delectable bakery lines. We are an aggressive, flexible company dedicated to providing quality products that satisfy customer needs and marketplace demands.Most importantly, we are GROWING. As we grow, our team members grow with us!THE ROLE:The Inventory Coordinator prepares and maintains the daily activities of the plant operation to ensure the delivery of high quality service to Cérélia customers, sales team and plant operations. This role also serves as a back-up to the Logistics Supervisor by assisting with inventory duties as needed.Essential Job Duties:Assists with managing inventory, ERP and MRP system.Spend majority of the hours on the floor completing tasks and assignments.Maintains daily levels and accuracy of inventory activities of raw and finished goods by analyzing, investigating and evaluating.Prepares and assists with forecast reports and ensures that the customer order process is complete and accurate.Maintains daily customer service support activities by analyzing, investigating and correcting order entries as needed, Reconcile shipping/receiving reports, data entry and maintaining spreadsheets.Place stock and supply orders.Problem solving customer issues.Supports the Customer Service Department which includes general communication via phone/email/fax, as well as greeting visitors and guests in person.Works on assignments within accepted guidelines where analysis of situations or data requires a review of a variety of issues.Exercises judgment to determine appropriate action within accepted procedures and practices.Builds productive working relationships internally and externally.Overtime and/or weekend hours may be required based on work demand. Employee must be flexible with these hours.Perform other duties as assigned and/or required.What you bring to the table:Diploma is field of supply chain or equivalent.2-3 years of similar experience in a food manufacturing environment strongly preferred.Positive and eager attitude.Having reliable transportation or own vehicle is highly recommended.Team player - you are willing to jump in and help others.Flexible - you are comfortable jumping from task to task quickly.Forward thinking - you look for new and better ways to deliver our high-quality products in your workspace.Go-Getter - you want to work! You are driven by quality and the accomplishment of a job well done.What you will receive in return: Annual base pay of between CAD$50K-$52K Fully Employer Paid Medical, Dental, Vision, and Life.3 Weeks Paid Vacation4 Paid Floater Days per yearRRSP matchComprehensive training program, tailored to each individual - regardless if you're a food manufacturing veteran or new to the industry, we will ensure you receive the training you need to succeed.Clean and safe production facility.Friendly working environment.Career advancement opportunities.If you are eager and excited to work with a company driven by quality, commitment to excellence, and an awesome product, we want to hear from you!Job Type: Full-timePowered by JazzHR3ghz3lHFv1"
Senior Buyer,Dawn Staffing Solutions Inc,"St Thomas, Ontario, Canada",Mid-Senior level,1 day ago,Full-time,Purchasing and Supply Chain,Staffing and Recruiting,"We are seeking a experienced Senior Buyer to join our client's manufacturing team in London, ON location.ResponsibilitiesIdentify potential suppliers for automotive parts, materials, and components through market research, attending trade shows, and networking within the industry. Vendor Selection: Evaluate and select vendors based on criteria such as price, quality, reliability, and delivery timelines. Establish and maintain relationships with chosen suppliers. Negotiate pricing, terms, and contracts with suppliers to ensure the best possible deals for the company while maintaining quality standards. Generate and manage purchase orders accurately, ensuring that orders are placed in a timely manner to avoid production delays. Monitor inventory levels of automotive parts and materials, collaborating with inventory control teams to maintain optimal stock levels and minimize excess inventory. Work closely with suppliers to ensure that purchased components meet quality standards and specifications. Address any quality issues promptly and effectively. Continuously seek cost-saving opportunities through efficient sourcing strategies, bulk purchasing, and supplier negotiations. Ensure compliance with company policies, industry regulations, and legal requirements in all purchasing activities. Stay informed about market trends, industry developments, and technological advancements in automotive manufacturing to make informed purchasing decisions. Collaborate with cross-functional teams including engineering, production, and logistics to forecast demand accurately and coordinate purchasing activities accordingly. Qualifications3-5 years of progressive experience in various purchasing roles. Exceptional communication and team-building abilities. Self-motivated with minimal need for supervision. Strong leadership and consensus-building skills. Excellent analytical and decision-making prowess. Product knowledge is beneficial. Computer literacy is essential. Effective under pressure with a track record of meeting deadlines. Skilled in negotiation and influencing."
Warehouse Manager,RDJ Bakeries Ltd.,"Cambridge, Ontario, Canada",Associate,5 days ago,Full-time,Supply Chain,Food and Beverage Manufacturing,"RDJ Bakeries, a distinguished food manufacturer renowned for its exceptional crackers, is seeking talented individuals to join our growing Supply Chain team. With a focus on quality and innovation, we collaborate with global partners to deliver delightful, delectable treats that captivate our customers. As a part of our diverse and dynamic team, you'll have the opportunity to contribute to our mission of shaping the future of cracker perfection. Apply now to the Warehouse Manager position and be a part of our exciting journey!Job purposeThe primary role of the associate is to process orders and oversee cycle of order fulfilment. Responsible for making sure supplies, stock, materials, packages, and/or products are processed through the or warehouse system efficiently and safely.Duties and ResponsibilitiesThe associate’s primary functions and responsibilities are as follows:Assess appropriate material handling equipment needs and staffing levels to load, unload, move, or store materials.Design and implement plant warehousing strategies for production materials, finished products, reduction of warehouse clutter.Take steps to avoid quality control issues.Make sure warehouse capacity is kept at optimal levels.Manage the shipping staff in the warehouse with the Shipping Supervisor.Ensure the handling of material is done in the best optimal way possible to keep the integrity of materialStrategically manage warehouse in compliance with company’s policies and visionEnsure that capital is maintained in good working conditionsFollow Health and Safety rules and regulations. (Training provided)Required to work “Independently” as well as in a “Team” environment.Responsible for training of operators for products and processes.Responsible for daily management and support for the team to achieve operational success.Assign work schedules and timesheets to Warehouse team members and track performance.Ensure the warehouse staff follows the FIFO protocol and collaborating with the shipping and inventory teams to make sure we aren't storing any extra product.Obtaining quotes for warehouse equipment from outside providers.Ensure that the warehouse staff completes their allocated tasks effectively and efficiently.Ensure that the capacity of the warehouse is maintained at its ideal levels and that all the equipment is in good functioning condition and safe to use.Oversee all elements of warehouse operations to guarantee timely loadings and give all warehouse workers access to effective communication of plans, targets, goals, and results.Overseeing all the documentation, Inspection protocols were being followed by the warehouse team.Assign work schedules and timesheets to Warehouse team members and track performance.Manage all aspects of warehouse operations to ensure on time loadings and provide effective communication of plans, targets, Goals and results to all the warehouse staff.Make sure warehouse capacity is kept at optimal levels and ensure that all the equipment is in proper working order and safe to operate.Performing the Root cause analysis for the issues happened regarding the transfers and outbounds.Overseeing the warehousing crew is following FIFO procedure and working with shipping and Inventory team to ensure that we are not holding excess stock.Ensure the workforce at the warehouse is effective and efficient in their assigned tasks.Overseeing all the documentation, Inspection protocols were being maintained by the warehouse team.Working with external vendors and getting Quotes for warehouse equipment.Responsible for daily management and support for the team to achieve operational success.Monitor time and attendance and ensure compliance with Company Procedures.Approve the vacation requests.Carry out incident, accident and non-conformity investigations and associated reporting and action closure.Issue disciplinary action when needed.Perform other assigned duties.Follow Health and Safety rules and regulations.Must follow Good Manufacturing Practices, Food Safety, and Food Defense guidelines.Comply with all Company policies and procedures.QualificationsProblem-solving skills.Decision making ability.Organizational skills and Procedural mindset.Ability to prioritize and understanding of quality management principles.Attention to detail and Ability to analyze data and understand connections.Management ability.Experience in logistics management preferred, Two-year degree required, Bachelor's degree preferred, Experience often may substitute for education.Great attention to detail with accuracy.Proficient in MS Word and MS Excel.Strong understanding of freight, and documentation.Strong oral and written communication.Ability to work in a fast-paced environment.Working conditionsAlways work indoors.Compliant with ventilation, cleanliness, space, lighting, and temperature.Physical requirementsSitting involved.May repeat the same movement.Typing involved.We are an equal opportunity employer. In accordance with AODA (Accessibility for Ontarians with Disabilities Act, 2005), RDJ Bakeries LTD will provide accommodations throughout the recruitment, selection and/or assessment process to applicants with disabilities. If you require disability-related accommodations, please inform the Human Resources (HR) staff. All personal information is collected under the authority of the Personal Information Protection and Electronics Document Act."
Directeur de l’approvisionnement/Directrice de l’approvisionnement,Progesys Inc,"Quebec, Canada",Mid-Senior level,3 days ago,Full-time,"Project Management, Supply Chain, and Other",Engineering Services,"Progesys est à la recherche d’un Directeur Approvisionnement pour soutenir nos équipes de projet à l’interne, au Canada et à l’étranger, dans une variété de secteurs d’activité : mines et métaux, énergie, infrastructure, pétrochimie, pâtes à papier, aluminium, fertilisants, etc. Nos équipes sont spécialisés dans la gestion de projet, la gestion de la construction et la mise en service.Responsabilités principales :Superviser et planifier tous les aspects de l'approvisionnement, de la pré soumissions à la signatureContribuer à l'élaboration de stratégies et à la définition des procédures d'exécution des projets.Assumer la responsabilité des performances de la fonction d'approvisionnement au sein des projets.Superviser les disciplines liées à l'approvisionnement dans le cadre des projets.Jouer un rôle central dans la coordination des communications entre la direction de projet et les clients.Veiller au maintien de la rigueur et de l'éthique en conformité avec les processus et les outils/systèmes de gestion établis.Qualifications requises :Minimum de 10 années d’expérience en approvisionnement dans un rôle similaire;Excellent leadership et gestion de personnel;Grande expérience en élaboration et exécution de différentes stratégies d’achats et contrats;Grande expérience en négociation, élaboration de processus et procédures d’approvisionnement ainsi qu’en écriture contractuelle;Détenir un baccalauréat en génie;Être polyvalent, à l’aise avec le changement et capable d’établir des relations de travail efficaces avec ses collègues et les clients.Être à l’aise avec les outils informatiques et la suite Windows (Word, Excel…)Nos avantages :En plus d'offrir un environnement de travail stimulant et dynamique, nous offrons :🤝 Une culture et un environnement de travail ouverts et inclusifs💰Un salaire compétitif🦷 Prestations de santé et de soins dentaires dès le premier jour💰 Prime de references.👩‍🏫Entreprise qui encourage le développement professionnel🌍 Mobilité internationale🚧 Projets d'envergures🧑‍💻 Travailler en étroite collaboration avec une équipe de personnes curieuses et ouvertes d'esprit🏋️ Salle de sport sur place (Bureau de Laval)Merci pour votre intérêt. Veuillez noter que seules les candidatures retenues seront contactées.Progesys est un employeur qui souscrit au principe de l'égalité des chances et dispose d'un programme d'égalité des chances en matière d'emploi pour les femmes, les autochtones, les minorités visibles, les minorités ethniques et les personnes handicapées.Le genre masculin est utilisé sans discrimination et dans le seul but d'alléger ce texte."
Dock Supervisor - 2:00am start,GLS Canada,"Pickering, Ontario, Canada",Mid-Senior level,1 day ago,Full-time,Other,Freight and Package Transportation,"We are currently looking for an AM Dock Supervisor for our Pickering terminal.Job ID: PICSUP2024Schedule: Monday to Friday from 2:00am to 10:00amPosition Type: Permanent, Full TimeSalary: $60,000Workplace address: 910 McKay Rd. Pickering, ON. L1W 3X8To apply: hiring@gls-canada.comJob Description Supervise, coach, lead and train personnel LTL Load Planning, optimizing, scheduling and routing drivers for pick up and deliveries Dispatching and Appointment Booking Utilize GLS software to produce Driver manifests and reports for Terminal Manager Excellent geographical knowledge of the Durham regionRequirements Previous experience in the Transportation Industry is preferred Previous Forklift experience is an asset but not a must Excellent communication skills Must be able to exercise initiative, multi task and work well as part of a team Experienced in customer service Organized and detail oriented Proficient with computer programs/dispatch systems and Microsoft officeWhat's In It For You Safety Boot reimbursement Employee Assistance Program (EAP) Paid weekly - Every Friday Offer a competitive starting salary Extended Benefits Plan Eligible for Corporate discounts with several retailers and sports centers RRSP employee contribution & employer contribution Yearly VacationGLS Canada has an Equal Access to Employment Program and invites women, Aboriginal peoples, visible minorities, ethnic minorities and persons with disabilities to apply. The masculine verbiage is used to lighten the text."
"Warehouse associate | Fulfillment | Travel to Simcoe, ON",VG Meats,"Simcoe, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Management and Manufacturing,Internet Publishing,"VG Meats is looking for an Order Picking worker in Simcoe, ON. Are you an organized and meticulous hard worker? This job might be for you!The Shipping & Receiving role will be for a mature individual who is willing to train and who will demonstrate the necessary qualities to perform this position with attention to detail, organization, and accuracy. Develop your CAREER with VG Meats!Why should you work for VG Meats?Wage Range: $18.50 - $23/hour25% off employee discountA growing company offering many learning experiencesWe are a regenerative employer meaning that the organization continues to build a workplace that is good for its staff, producers, customers and communities.What you will do in the Order Picking role (Range: $18.50 - $23/hour):Prepare skids and outgoing ordersTrack customer orders in a database systemAssemble and track customer ordersReceive and unload freightCheck for damaged goods and productValidate all shipped and received materialsProvide packaging materials as required (outside warehousing)Break down and dispose of all previously used shipping boxes and containersAdhere to and abide by all Health and Safety rules, regulations and proceduresAble to work from noon - 9 p.m.Other duties as assignedRequirements/Qualifications (Range: $18.50 - $23/hour):Completion of Secondary School or equivalency requiredAbility to learn and take directionExtremely organized and fast-pacedExcellent verbal communication and computer skillsAbsolute attention to detail and accuracyThis job requires the employee to lift, carry and move up to 50 lbs and work in a cold/damp environmentAdditional on-the-job training will be provided according to company practices, polies, and proceduresWhat you will do in the Picking role (Range: $18.50 - $23/hour) - duties from above range plus:Record contents manually or by computer, and affix identifying information Determine method of shipment and arrange shipping; prepare bills of lading, invoices and other shipping documents manually or by computerAssist in loading trucks as requiredInvoicing as neededAssemble customer ordersMaintain product inventoryInspect, verify and validate all incoming and outgoing goods against invoices or other documents, record shortages and check for damaged goods and productUnpack, code and route goods to appropriate storage areasMaintain internal, manual or computerized record-keeping systemsEnsure accuracy of all records and pallet countsAssist in developing and implementing Dock GMP’sGeneral organization and department maintenanceMay operate forklift, hand truck or other equipment to load, unload, transport and store goodsOther duties as assignedRequirements/Qualifications (Range: $18 - $23/hour) - requirements from above range plus:Completion of Secondary School or equivalency requiredPrefer 1 or more years of previous relevant experience Forklift certification (not mandatory but considered an asset)About VG Meats:VG Meats is dedicated to producing high quality, healthy foods through sustainable farming practices. A fourth-generation family business, we produce tenderness tested beef, pork and pastured poultry that our customers love. We're looking for people who share our dedication and vision. Our areas of focus are regenerative farming practices, retailers, farmers, restaurants, distributors and institutions.VG Meats is an equal opportunity employer and accommodation will be provided during the interviewing and hiring processes.Job Type: Full-timePlacement within wage range is commensurate with experience and skills.Powered by JazzHR54LBySzdTQ"
Logistics Coordinator,Actual Time Logistics Group,"Mississauga, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage","Company DescriptionActual Time Logistics is a Transportation brokerage working around the clock to serve its clients.  Role DescriptionThis is a full-time on-site role for a Logistics Coordinator at Actual Time Logistics Group located in Mississauga, ON. The Logistics Coordinator will be responsible for day-to-day tasks such as communicating with carriers, planning and tendering loads, monitoring active loads, etc.QualificationsExperience in logistics or related fieldStrong organizational and problem-solving skillsAttention to detail and ability to multitaskProficiency in Microsoft Office and logistics softwareAbility to work well in a team environment"
