Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Custom Home Project Manager,Construction Ontario,"Oakville, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Project Management,Construction,"Position OverviewConstruction Ontario trains with the future in mind. We deliver supportive and innovative recruitment solutions for small, medium, and large construction employers. In addition, we help Ontarians find jobs in construction with diverse companies across Ontario.Our member is seeking a highly organized and experienced Custom Home Project Manager to join their dynamic team. As a Project Manager, you will be responsible for overseeing the entire lifecycle of custom home builds, from initial client consultation to project completion. Collaborating closely with an Assistant Supervisor, you will play a crucial role in coordinating trades, managing schedules, and ensuring the successful execution of high-quality custom home projects.Key ResponsibilitiesClient Interaction:Conduct initial client consultations to understand their vision, preferences, and specific requirements.Establish and maintain strong client relationships throughout the project, providing regular updates and addressing concerns or inquiries promptly.Project Planning:Develop comprehensive project plans outlining timelines, milestones, and critical path activities.Collaborate with the design team to ensure accurate interpretation and implementation of client specifications.Budgeting and Pricing:Gather pricing information from suppliers, subcontractors, and other relevant sources to develop accurate project cost estimates.Monitor and manage project budgets, identifying and addressing any cost overruns.Trade Coordination:Collaborate with subcontractors and trade professionals to ensure seamless coordination of work.Negotiate contracts and agreements with subcontractors, ensuring competitive pricing and adherence to project timelines.Scheduling and Logistics:Develop and maintain a detailed project schedule, coordinating activities and resources efficiently.Oversee logistics, including material deliveries, equipment rentals, and site preparations.Quality Control:Implement and enforce quality control measures to ensure the highest standards of workmanship.Conduct regular site inspections to monitor progress and address any issues promptly.Team Leadership:Work closely with the Assistant Supervisor to delegate tasks and responsibilities effectively.Provide guidance, support, and mentorship to team members, fostering a collaborative and results-driven work environment. Qualifications:Minimum of 5 years of experience in project management, specifically in custom home building.Proven track record of successfully managing and delivering high-quality custom home projects on time and within budget.Strong knowledge of construction processes, building codes, and industry best practices.Excellent communication and interpersonal skills, with the ability to effectively interact with clients, subcontractors, and team members.Highly organized with exceptional attention to detail and problem-solving skills.Proficient in project management software and Microsoft Office Suite.If you are a motivated and experienced Custom Home Project Manager with a passion for delivering exceptional results, we invite you to apply and contribute to our partner’s growing success in the custom home building industry."
Framing Working Foreman,Potvin Construction Ltd.,"Ottawa, Ontario, Canada",Mid-Senior level,4 days ago,Full-time,Management and Manufacturing,Construction,"Job DescriptionPotvin Construction Company, a renowned leader in the construction industry for over four decades, invites you to join our esteemed team. With expertise spanning across Interior Trim, Exterior Siding, Cabinetry, and Framing divisions, we are committed to delivering excellence in craftsmanship and service.Overview:As a working Foreman you will be responsible for leading, supervising, and motivating a small crew of construction workers in the Framing division. You will be working from one of our residential construction sites in Ottawa, playing a pivotal role in overseeing and participating in the residential division. Your leadership and expertise will be instrumental in ensuring the quality, efficiency, and safety of our framing operations.Primary responsibilities:Lead and coordinate employees and subcontractors, actively participating in framing activities. Ensure quality installation through thorough inspection and hands-on involvement. Provide project planning and management support, overseeing the framing division's tasks and schedules. Participate in safety and incident investigations and reviews, maintaining a safe working environment. Assist project coordinator in reviewing and updating construction schedules, offering insights from on-site experiences. Ensure all workers receive necessary training, offering guidance and mentorship as a working foreman. Attend weekly and quarterly production meetings, providing input on framing progress and challenges faced on-site. Qualifications:Proven track record in employee supervision, showcasing strong leadership abilities. Positive attitude coupled with a customer-centric mindset. Extensive experience in carpentry and framing, ensuring high-quality workmanship. Exceptional organizational skills for efficient task management. Proficiency in problem-solving and troubleshooting, resolving challenges effectively. Ability to thrive under pressure in fast-paced environments. Professional demeanor. Self-motivated, responsible, and committed to delivering excellence through hard work. Bilingual proficiency is considered an asset. Benefits:Dental careExtended health careLife insurancePaid time offCasual dress codeCompany eventsOn-site parkingJoin us where your leadership and expertise will contribute to our continued success in delivering top-notch construction solutions. Apply today to be part of our longstanding legacy of excellence in the industry.Company DescriptionPotvin Construction, family owned local business, has been a leader in the Ottawa construction industry. For over 40 years, we’ve specialized in providing quality products, expert craftsmanship and reliable customer service to both residential and commercial builders. Specializing in framing, siding, interior trim and cabinets.Potvin Construction, family owned local business, has been a leader in the Ottawa construction industry. For over 40 years, we’ve specialized in providing quality products, expert craftsmanship and reliable customer service to both residential and commercial builders. Specializing in framing, siding, interior trim and cabinets."
Junior Estimator,Chandos Construction,"Chalk River, Ontario, Canada",Mid-Senior level,3 days ago,Full-time,Engineering,Construction,"Company DescriptionWe are ChandosInclusion, collaboration, innovation and courage.These values speak to our desire to create places where all people belong, listening and learning from one another in a way that sparks ideas and leads to positive changes in our industry and community. They also demonstrate our commitment to a diverse, equitable, and inclusive culture. And, if they resonate with you too, we should talk!We are 100 percent employee owned and proud to be the first and largest B Corp certified national technical builder in North America, meaning we put our values at the centre of everything we do.Continuous improvement is core to our success. Championing innovative and collaborative ways to build is just one example of that. Collaborative construction leads to more efficiency, cost savings, social value, and a much better working experience for everyone.Every day, our teams are working to build places for people to live, work, learn, serve, and play. But above all, we’re building community. And, we’re looking for like-minded people to join us. Together, we can build a better world.Job DescriptionThe Construction Cost Estimator is responsible for the accurate, timely preparation of full-cost estimates for projects, including materials and labour. This individual's accuracy is critical to the profitability of the business.Prepare and / or co-ordinate the preparation of full-cost estimates on Conceptual, Design-Build / Construction Management / IPD / Lump Sum or general tender work. Prepare materials, labour and equipment cost estimations necessary to successfully carry out a construction project according to proposals, plans, estimates and specifications. Establish unit costs, labour rates, productivity factors and location impactsObtain competitive material & equipment prices for all tenders / pursuits, specific to each opportunityEvaluate and recommend allowances for indirect costs, design unknowns, escalation and contingency. Establish and develop competitive edges on tenders / pursuits in order to improve chances of success. Attend Pre-tender site visits / meetings in order to fully understand the scope of the tender / projectReview design options and recommend best solution based on cost, engineering quality or availability of materials. Provide technical assistance in negotiating contracts, change orders, etc., as requiredParticipate and / or lead commercial / contract negotiations for Sub-trade “Buy-out’s” on secured projects; in conjunction with the operations teamAttend and Participate in Interviews with Client Teams for projects / opportunities that we are pursuingQualificationsPost-secondary degree or diploma in construction/engineering or an appropriate field. Less than 5 years of experience in estimating. Nuclear experience is an asset. Able to read and interpret building specifications, schematics and as-builds. Mathematical and analytical skills necessary for development of material and labour estimates. Mathematical and analytical skills necessary for interpretation of job-cost reports. Able to use cost-estimating software to prepare cost quotes and bids. Strong working knowledge of Microsoft Excel, Word, Outlook and Adobe. Good understanding of current market conditions and competitors within our marketplaceAdditional InformationChandos is an equal opportunity employer. We are committed to inclusive, barrier-free recruitment and selection processes, and work environment. We will be happy to work with applicants requesting accommodation at any stage of the hiring process.We recognize that our differences are our greatest strengths. We uncover talent. We nurture talent. And then we give people the tools they need to use their talent to create a positive impact.We are 100% employee owned. Every person who works for Chandos can become an owner. There is only one class of units at Chandos, because we believe everyone should be treated equal. We talk about being an entrepreneurial-minded organization and you can be sure we mean it!Competitive wagesWell rounded employer paid benefits program including health, dental, vision care and employee assistance programRRSP matching program to aid and prepare employees for long-term financial securityEducational assistance for employees who wish to pursue job-performance enhancing educationRecognition and annual salary reviews programLeadership conferences that allow employees to connect and collaborateRegular company-wide engagement opportunitiesChandos only accepts applications through our portal from individuals. All resumes and applications submitted by an agency or consulting firm will be disqualified from our recruitment process."
Installateur,CameleonHR,"Terrebonne, Quebec, Canada",Entry level,2 days ago,Full-time,Engineering,Construction,"Chez Caméléon RH, nous croyons au bonheur au travail et ceci passe essentiellement par un bon jumelage entre le bon rôle, la bonne entreprise, le bon patron et l’environnement qui sera stimulant pour vous! Nous sommes là pour vous écouter, vous comprendre et connaître la personne derrière le curriculum vitae. Nous nous engageons à vous présenter des offres qui vous permettront de vous épanouir et de vous réaliser en tant que professionnel, mais aussi en tant qu’individu.Êtes-vous prêt pour l’aventure Caméléon? Notre expertise, vos couleurs!Location :  Laurentides / Lanaudière / Montréal / Laval.Type d’emploi :  Le poste est permanent temps plein, soir, nuit et fin de semaine.Ton environnement de travail :Notre client est une entreprise dynamique et flexible en pleine expansion qui offre un service de qualité. Tu travailleras dans un environnement collaboratif qui encourage la communication ouverte et qui est très dynamique et qui encourage l’innovation, l’amélioration continue et les nouvelles idées.Ton quotidien, en quelques lignes :Le rôle de linstallateur de chantiers routiers est d’installer et désinstaller les équipements de signalisation sur les chantiers routiers (panneaux de signalisation, barils, etc.), d’effectuer le chargement et le déchargement du matériel de signalisation, de déplacer des remorques flèches et tout autre équipement de sécurité en veillant à la sécurité des usagers de la route, des citoyens et de ses coéquipiers.L’emploi exige de soulever des charges à répétition (charges allant jusqu’à 50lbs.), et de travailler dans diverses conditions météorologiques.La petite liste des indispensables :Carte d’installation de la signalisation de chantiers routiers AQTR STC-101. Nous offrons cette formation! Permis de conduire classe 5 valide;  Bonne lecture de plan de signalisation;  Bonne forme physique (capable de soulever des charges de 50+lbs à répétition); Vigilance, courtoisie, autonomie, initiative, patience, sens de l’observation, communication. Bonnes raisons pour postuler :4 semaines de vacances; fermé entre Noël et Jour de l’an; Assurances collectives offertes et possibilité de participer à un RVER; Poste qui offrira beaucoup d’autonomie et de latitude."
Panel Shop Foreman,Rising Edge Group,"Calgary, Alberta, Canada",Associate,1 day ago,Full-time,Other,Non-profit Organizations and Primary and Secondary Education,"RoleReporting to the Fabrication Manager, the role of Panel Shop Foreman is to supervise and oversee daily activity of all panel shop personnel as well as assist manager in various administration duties. The Panel Shop Foreman is accountable for employee safety, workplace productivity, training and mentorship. This role also serves as the first point of contact for any concerns and questions by all panel shop personnel. ResponsibilityConduct daily tailboard meetings and weekly safety meetings with employees to discuss safety, daily tasks, weekly goals and progress from a team oriented prospectiveCreate/Review material BOMs for all panel projects. Manage BOMs through execution of project, ensuring lead times are met and materials are ordered in timely mannerOrganize prints and material for upcoming jobs and ensure all panel shop employees understand timeline and quality expectations for their assigned tasks Work with the Panel Shop Manager to ensure that scheduling is properly maintained and each employee is coded to the correct job/module on daily timesheetsAid with training of new employees to ensure that the quality and workmanship standards of Rising Edge Technologies are thoroughly adhered toEnsure all material items located in surplus area of the panel shop are maintained and accounted forCompletion of QA/QC of all modules before they leave the shop and ensuring that all QA/QC drawings and as built drawings are sent to document control for scanningCommunicate with the Fabrication Manager regarding any defects reported on equipmentAssist Fabrication Manager in completing estimates and proposalsRequirements2 years diploma in Business Administration, Construction or a related field preferredAt least 2 years of practical experience working in a Panel Shop or construction environment, with 1 year in a supervisory role requiredHighly organized and attentive to details while working in a fast paced, deadlines driven environmentProficient in MS Office Suite Familiarization with ISO 9001 Quality Management System considered an assetMust be to read and understanding electrical wiring and schematic diagramsLeadership experience considered an assetBenefitsExtended Healthcare Plan (Medical, Disability, Dental & Vision)Paid Time Off BenefitsTraining & DevelopmentEmployee Assistance Program - CounselingRPP - Group RRSP"
Residential JM Carpenter,GrizzlyTrek Group Ltd.,"Grand Forks, British Columbia, Canada",Mid-Senior level,6 days ago,Full-time,Management and Manufacturing,Internet Publishing,"Location: Grand Forks, BCAre you a skilled and experienced Residential Carpenter looking for a new opportunity? We have an exciting opening in Grand Forks, BC, for a dedicated and talented individual to join our team.Responsibilities:Interpret and understand project blueprints to effectively carry out construction tasks.Measure, cut, and shape materials to precise specifications.Install structures and fixtures such as windows, doors, cabinets, and molding.Collaborate with other construction professionals to ensure timely and accurate project completion.Adhere to safety guidelines and regulations to maintain a secure work environment.Maintain tools and equipment in good working condition.Qualifications:Proven experience as a Residential Carpenter.Proficient in using hand and power tools.Strong knowledge of construction materials and techniques.Ability to read and interpret blueprints.Excellent attention to detail and precision.Strong problem-solving skills.Effective communication and teamwork abilities.Requirements:High school diploma or equivalent.Valid driver's license and reliable transportation.Ability to work independently and as part of a team.Physical stamina and the ability to lift heavy objects.Positive attitude and strong work ethic.Benefits:Competitive salary based on experience.Health and dental benefits.Opportunities for professional development and training.Supportive and collaborative team environment.How to Apply:If you are a skilled Residential Carpenter seeking a new and challenging opportunity in Grand Forks, BC, we invite you to submit your resume. Please include ""Residential Carpenter Application"" in the subject line.Application Deadline: [Insert Deadline]We appreciate all applications; however, only candidates selected for an interview will be contacted. Thank you for your interest in joining our team!Powered by JazzHRPtE6rNiA2h"
New Home Builders Site Superintendent,Ironstone Home Builders Inc.,"Edmonton, Alberta, Canada",Mid-Senior level,1 day ago,Full-time,"General Business, Management, and Business Development",Construction,"Job DescriptionSmall volume homebuilder is currently seeking a residential site superintendent to join their team in Edmonton. Successful candidate was spent 60% of their time supervising all aspects of her new home construction and 40% of their time conducting minor repairs to customer occupied home. Work will be primary based out of West Edmonton andSt.Albert. Ideal candidate must pose a minimum of five or more years of experience working with a new home builder as a site superintendent. Interested candidates please forward your resume via email along with your salary expectation. Key Responsibilities and Accountabilities: Strong interpersonal and communication skills Conducts quality control home inspections before and after possession (attention to detail) Responsible to perform basic carpentry, general labor duties including but not limited to, digging, sweeping & lifting Performs touch up painting when required Conduct minor drywall repairs Communicates and deals with the homeowners face to face with regards to their deficiencies Improves, corrects or reports concerns in quality workmanship Experience with basic hand and power tools Must be able to multitask, work well under pressure, Independently and with a team Following and enforcing company safety policies and procedures Knowledge of Microsoft Office (Word, Excel & Outlook) Solid knowledge of construction site operations and building codes. Expected start date: 2021-05-31Job Types: Full-time, PermanentSalary: $50,000.00-$80,000.00 per year"
Cleaner - Belview Apartments,Broadstreet Properties,"Calgary, Alberta, Canada",Entry level,5 days ago,Full-time,Management and Manufacturing,Internet Publishing,"As a Cleaner, you will have an extremely important role for helping to ensure the wellness of our tenants. A clean space and a friendly face can make anyone’s day! If making a difference is important to you, then using your eye for detail will help you make this positive impact all while satisfying your need for clean. Apply today and we could be welcoming you to our fantastic team at our Belview Apartments, SW Calgary, AB!Your contributions to the team include: Maintaining entrances and hallwaysMonth end cleaning of appliances, walls, carpets, blinds, windows, baseboards, lighting, bathroom and cupboardsAttending pre-move out and annual inspections to provide cleaning estimatesSupporting the general maintenance of the building’s exteriorOther duties as requiredWhat you need to be successful:Knowledge of various cleaning productsBasic computer skillsValid driver’s license and reliable vehicleAbility to travel between sites as requiredThe perks:Employer paid extended health, vision, and dental coverage (including family)Employee and Family Assistance ProgramYearly health and wellness benefitRPP eligibility after one yearEmployee recognition programIn-house professional development opportunities Why Broadstreet?Broadstreet Properties Ltd. is a family owned and operated property management company, partnered with Seymour Pacific Developments, that manage multi-family residential communities. We are a growing organization made up of diverse team members who are motivated to continuously innovate our approach to asset management. We consider employee wellbeing a priority and are dedicated to protecting the health and safety of our teams while ensuring a workplace that is respectful of everyone.Broadstreet Properties Ltd. practices equal opportunity hiring and onboarding processes to ensure equal access and participation for everyone. We understand that we have a responsibility for ensuring a safe, dignified, and welcoming environment and we are committed to creating an inclusive environment for all employees irrespective of race, colour, religion, sexual orientation, gender identity, or any other status protected by law. We believe in integrating people with disabilities into our workforce by removing barriers and meeting accessibility needs.Powered by JazzHRrOy4YPH27K"
"Rendering Specialist, Interior Design",RH,"Toronto, Ontario, Canada",Associate,2 days ago,Full-time,"Design, Art/Creative, and Information Technology","Design Services, Hospitality, and Furniture and Home Furnishings Manufacturing","Job DescriptionAt RH Interior Design, we understand the art and science of lifestyle, environment, and taste to create a functional, beautiful and personal space. We provide luxury design services and presentations for the reimagining of one room or an entire home, anywhere in the world.The Rendering Specialist plays an integral role in supporting key phases of a design project’s lifecycle in collaboration and partnership with RH Interior Design. They are innovators, detailed-oriented and passionate about their craft that ensures the integrity of everything we produce for RH.What You Can Expect From UsLive and breathe Our Vision, Values, and Beliefs every dayExposure to the World of RH: Our values and beliefs, RH design ethos, our products, places, services and spaces through the lens of world class residential interior design.Commitment to educate and develop through dedicated mentorshipExperience within a professional and specialized interior design environmentWhat We Expect From YouLive and breathe Our Vision, Values, and Beliefs every dayModel 3D brand elevating renderings from 2D floor plans to elevate design presentationsAbility to apply and manipulate materials and textures to achieve desired resultsCreate balance through natural and ambient lighting Produce strategic camera views to highlight primary components of a designFollow formatting standards for digital assetsCoordinate all phases of the rendering process which includes acquiring rendering information, setting up review meetings with the Designers and updating rendering log databases Help to maintain, and expand our 3D products library, materials, and texturesMeet target completion dates for rendering requestsComplete assigned tasks each day and maintain timely communicationsEducation ExperienceFormal education in Architecture or Interior Design preferredRelevant industry experience requiredTechnical RequirementsProficiency in SketchUp (or similar modeling program) and V-ray (or similar rendering program)Expert in Adobe Creative Suite and AutoCAD Knowledgeable with Mac operating systems, IOS Devices, Microsoft Office, and Google applicationsOther RequirementsPosition entails prolonged sitting Licensed to drive preferred Ability to travel locally or out of stateAbout UsRH is an equal opportunity employer and does not discriminate against any applicant on the basis of race, color, religion, national origin, gender, marital status, age, disability, sexual orientation, military/veteran status, or any other status protected by federal or state law or local ordinance.At RH, we are committed to promoting pay equity. Rate of pay is determined based on each individual's experience, qualifications, and the geographic location of the role."
"Maintenance Aide - Full-time (temporary) - Woodslee, ON",Southbridge Care Homes,"Essex, Ontario, Canada",Entry level,5 days ago,Temporary,Other,Internet Publishing,"Home: Country Village Long-Term Care Home Location: Woodslee, ONPosition: Maintenance Aide - Temporary, Full Time. Do you want a job that is different every day? Do you enjoy being the person everyone goes to for help? Are you a jack of all trades? If so, this might be the role for you!Reporting to the Environmental Services Manager and Administrator, this team member performs general, routine maintenance and servicing operations throughout the facility, keeping our residency safe for all Residents and staff alike! Ready to join our team?If this was your new position, you would:Observe and monitor all areas of the facility for ongoing maintenance and servicing requirements and carries out repairs as requiredDocument and implement the preventative maintenance programsPerform mechanical maintenance and repairs to equipmentPerform general maintenance and repairs to plumbing and electrical systemsPerform general carpentry work and repairs such as installing floor and wall tiles, repairing drywall, mud and taping, etc.Refer problems requiring specialized work such as electrical or plumbing, to outside contractors and monitors work performed and obtain approval to do suchOther jobs around the facility as need be in order to follow procedures and policies regarding the upkeep of the residencyTo be successful, you will...Technical training in building maintenance required3-5 years experience and/or knowledge of mechanical and electrical systems, plumbing, carpentry and heating and ventilation systemsAbility to read and interpret blue prints and manuals related to equipment and systemsGood communication skills, both verbal and writtenInterested applicants should apply directly through this posting. We would like to thank all applicants for your interest in working as part of our team! Only those applicants selected to move forward in the recruitment process will be contacted.Southbridge Care Homes welcomes those applicants with disability related needs and those whom a need for accommodation in the recruitment process. Please provide notice of your need for accommodation to the hiring manager upon scheduling of an interview.Powered by JazzHRs70gPAgbhz"
Building Manager,Northview Residential REIT,"Winnipeg, Manitoba, Canada",Mid-Senior level,4 days ago,Temporary,Strategy/Planning and Information Technology,Real Estate,"At Northview, we are a passionate, community-focused team dedicated to making our properties the best they can be. We are proud to live, work, and play in the neighborhoods we serve, next to our residents, hotel guests and commercial tenants across Canada.We are looking for a Building Manager to join our Residential team in Winnipeg, MB. Reporting to the Regional Manager, you will be is available to respond to emergencies, tenant concerns/issues, maintain the cleanliness of the building as well as look after the maintenance and leasing of apartments. This position requires someone who is passionate about providing a safe and clean place for residents to call home.ResponsibilitiesCustomer Focus:Respond to all resident questions, concerns and complaints in a timely mannerHandle all aspects of renting suites such as; schedule viewings, conduct references and credit checks and perform move-in and move-out inspectionCollect monthly rent paymentsServe all legal documentation and any other resident communication as requiredInspect occupied and vacant units as requiredFocus on customer service and resident retentionAdministrativeEnter work orders into YARDIMaintain accurate resident filesPreparation of resident correspondenceResponsible for bank deposits, EFT's and security deposit refundsBuilding MaintenanceClean all common areas including entrance and exits, make sure walkways are clearMaintain the cleanliness of the groundsVacuum/wash floors, elevators, hallways, stairs, windows and common roomsPerform seasonal duties as required (gardening, snow removal and salting)Cleaning of vacant unitsGrounds keeping; mowing & weedingPerform minor maintenance as neededQualificationsExcellent customer service skillsPrevious experience managing a residential rental complex while residing on the propertySolid understanding and enforcement of the Residential Tenancy ActStrong communication skills and experience in conflict resolutionFlexible schedule able to work evenings, weekends and holidaysProficient in the use of Microsoft OfficeCapable of lifting and carrying up to 30lbs unassistedBenefitsCompetitive payExtended health care including medical, dental and vision coverageLife insurance, drug coverage and wellness programsDiscounts on rent at Northview propertiesIf your background matches the qualifications listed above and you are looking for an opportunity to make a difference in the communities we serve, please submit your resume in confidence to www.ir.rentnorthview.com/about/careers. Please note, only those candidates chosen to continue through the selection process will be contacted. Northview welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process."
Site Superintendent,Novacom Building Partners,"Calgary, Alberta, Canada",Mid-Senior level,3 days ago,Full-time,Management,Non-profit Organizations and Primary and Secondary Education,"Novacom Building PartnersNovacom is a General Contractor based in Surrey, BC. We value people, relationships, innovation and culture. We believe in constantly improving ourselves to provide the best possible service to our clients. Our core business is commercial construction of financial institutions, restaurants, offices and retail spaces. We're doing construction differently, and we're thinking outside the box about how we can improve our company and our industry.Site Superintendent (Vancouver)We are looking for an experienced Site Superintendent to run a tenant improvement fit-out project in Calgary (South Foothills area) starting in late April for 2 months. After this project, there will be future work available thorough BC + Alberta.RequirementsPersonal Characteristics:Driven - self-motivated and driven to push things forward no matter the circumstanceEnergetic - engaged personality that takes on complex challenges with enthusiasmIndependent - ability to communicate effectively with team, but also act authoritatively on your ownHonest - willingness to admit when you've made a mistake and take ownershipAdministrative - ability to track budgets, change orders, field reports, weekly progress reports etcPersonable - able to build and maintain solid relationships with vendors and clientsCommunicator - good at proactively with subtrades and team, strong verbal & written communication skillsOrganizer- meticulous in site organizationMobile - willing to travel and be flexible in work locationsQualifications:5-10 years' experience in the commercial construction field, preferably in a Site Superintendent capacityConstruction knowledge - overall understanding of construction process, sequencing, etcResponsibilities:Job Site Coordination -- manage day-to-day activities on site and ensure that the project runs smoothly from start to finishSubtrade/Supplier Management - ability to manage construction subtrades and suppliers on the job site and mitigate issues that may arise in the course of a projectProject Management Interface -- ability to work in partnership with the Project Management team to deliver a high quality finished product while managing the schedule and budgetClient Interface -- meeting with architects, consultants, and clients to manage project issues and maintain positive working relationshipsProject Documentation --use Microsoft and other web-based software to manage labour, materials, and equipment, cost coding, expense submittals, field reports, schedules, meeting minutes, request for changes, etcBudget Management -- continuous monitoring and management of project budget, ability to minimize project costs through inventive methods and regular financial reporting to managementWhy Join Us:Competitive Pay - Salary commensurate with experience for this role - typical range is $95K-125KBenefit Plan - strong benefit plan for you and your family that is above industry standardTechnology - we have a modern software set-up for construction including Procore, Site Docs, Smartsheet, Building Connected, Microsoft Teams. Annual Profit sharing / incentive - you share in the company's profitability. An annual percentage of profits are shared with the employees. Growth - Excellent candidates will have opportunity for growth within the companyCulture - If you're looking for a company with a family dynamic where you can have opportunities to grow, be challenged and known by your co-workers, then come join us!BenefitsSalary - $90K - $120KBenefit planProfit sharing / incentive programEmployee or Contractor - We are open to bringing you on as an employee or engaging you as a contractor for the first project. Please let us know in the application which arrangement you prefer for working."
Showroom Sales Consultant,Tile Town Ltd.,"Edmonton, Alberta, Canada",Entry level,3 days ago,Full-time,"Design, Art/Creative, and Information Technology",Retail,"Company DescriptionFor 50 years, Tile Town has been the ultimate destination in Western Canada for all your tiling needs. We are dedicated to providing our customers with a level of value, knowledge and service that they simply cannot find anywhere else.We believe that tile purchases shouldn’t be overwhelming or intimidating – it should be a fun and enjoyable experience.We also take employee wellbeing and personal growth to heart. Our teams focus on driving initiatives in the area diversity & inclusion, engagement and recognition. This is to help ensure our teams can create meaningful connections, lead with intention and kindness, and be their best selves at work and in their lives.Job DescriptionYou will be working in a non sales commission showroom where you help people choose tile for flooring, surfaces and counters. You will work as part of a highly successful team, but you will also need the initiative to work autonomously to meet our customer’s needs.Ensures customer is satisfied and has a positive experience. Advises and assists customers on product and design selection. Provides information about Tile Town products. Addresses customer complaints and provides solutions. Continually reviews showroom to ensure professional and clean presentation of Tile Town products. Other duties as required. QualificationsA good fit for this role will possess all of the following criteria:Fun and Outgoing Assertive AttitudeSelf-Starter Who Takes Pride in Their WorkConsiderate Towards Customers and Other EmployeesDemonstrates exceptional customer service skillsLead with positive attitude and enthusiasmAbility to work well in a team environmentAbility to multitask and demonstrates high level of detail. Additional InformationCompensation for this position will range depending upon skills, abilities and relevant knowledge or experience.In addition, the following perks will apply:2 different monthly sales bonusExtended Health Benefits (including Massage, Chiropractors & Physio)Dental BenefitsRRSP Plan. Company will match5 year free trip with spending moneyClosed all Stat Holidays Closed all SundaysStore operating hours Monday - Friday – 8:30 am to 5:00 pm  Saturday – 10:00 am – 5:00 pm"
Designer d'intérieur (candidature spontannée),A2 Design Inc.,"Laval, Quebec, Canada",Not Applicable,3 days ago,Full-time,"Design, Art/Creative, and Information Technology",Design,"Description de l'entrepriseL’équipe d’A2DESIGN rassemble une variété de talents, depuis 30 ans. Nous formons un groupe uni par son audace, son ouverture et sa capacité à innover. Notre objectif : concevoir des environnements uniques qui reflètent véritablement l’ADN de nos clients. Plaçant l’humain au cœur de chaque projet, nous misons sur une approche globale qui combine engagement, agilité, collaboration et efficience. Nous sommes créateurs d’harmonie, concepteurs d’espaces de vie pensés pour le bien-vivre, la communauté, l’environnement et l’avenir.Description du posteParticiper aux relevés des besoins, des lieux, des mobiliers et procéder à la mise à jour des plans. Participer au développement des aménagements, des dessins conceptuels des espaces (3D_ Revit® & Enscape3D), des dessins d’ébénisterie et des dessins techniques de construction et devis. Participer à des études de potentialité, faisabilité et des estimations de coûts des projets. Rechercher et sélectionner les produits, les matériaux et préparer les colorations. Rechercher et sélectionner le mobilier, habillement de fenêtre et accessoires. Appliquer la réglementation au projet. Participer à la surveillance des travaux durant la construction et réviser les dessins d’atelier, addendas ou directives. Participer aux réunions de développement de projets. QualificationsDiplôme universitaire ou DEC en design d’intérieurMinimum de 2 ans d’expériencesMembre de l’APDIQMaîtrise du français et de l’anglais (parlé et écrit)Maîtrise du logiciel Autodesk Revit®, suite Microsoft Office et Enscape3DConnaissances du cadre législatif et réglementaire en matière de construction (ex. : CCQ, CNBC)Formation ou accréditation LEED ou WELLÊtre méthodique et soucieux de la qualité du travailFaire preuve d’autonomie, de polyvalence et de créativitéEsprit ouvert, positif et collaboratif Informations complémentairesContribuer au sein d’une équipe dynamique et attentionnée. Nos clients fidèles nous mandatent avec confiance afin de développer des projets de complexes immobiliers, d’espaces corporatifs (siège social) ou commerciaux (secteur médical privé, concessionnaire, commerces ou restaurants). Des réalisations où efficience et créativité vont de pair.Développer votre plein potentiel et votre carrière.  Vous aurez l’opportunité de contribuer à divers types de projets, ainsi répondre à vos ambitions professionnelles et ainsi profiter d’un équilibre personnel et professionnel.Nous vous accompagnons dans vos ambitions, objectifs de carrière, vos formations et accréditations professionnelles. Une expertise nourrie par l’expérience, le savoir-faire et la synergie et la collaboration d’équipe. Notre culture et ADN sauront vous exprimer la reconnaissance de votre travail, vos talents et vos compétencesPoste permanents : 36h présence/télétravail avec horaire flexible. Salaire concurrentiel et vacances bonifiéesProgramme de formation continue et soutien au développement de carrièreProgramme de remboursement de la cotisation professionnelleÉquipements technologiques fournisActivités sociales, sportives, de santé ou bien êtreLieu de travail ; Laval - quartier Duvernay avec stationnement, verdure et espace détente extérieure : près du Parc de la nature, d’une garderie, d’une pâtisserie et d’autres services de quartier."
