Job role,Company,Location,Experience Level,Posted time ago,Job Type,Job Function category,Industry Category,Job Description
Plant Manager,First Search Inc.,"Dollard-des-Ormeaux, Quebec, Canada",Mid-Senior level,4 days ago,Full-time,"Management, Manufacturing, and Other",Food and Beverage Manufacturing and Food and Beverage Services,"Le directeur d'usine a pour mission de gérer l'ensemble des activités de l'usine afin de fournir des produits dans le respect des normes établies et des valeurs.Vous serez responsable d’effectuer l’ensemble de votre travail en intégrant tous les aspects SQLCM*. *SQDCM = Santé-Sécurité/Qualité/Livrable/Coûts/Moral Responsabilités spécifiquesGérer les secteurs de la Production, la Maintenance et des Entrepôts, afin de fournir les produits requis par les clients, en fonction de la disponibilité du personnel sur place et des échéanciers de production;Diriger tous les aspects de la santé, de la sécurité et de l’assurance qualité afin de garantir un environnement de travail sécuritaire pour tous les employés.Diriger le processus de développement, de mise en œuvre et de gestion des systèmes, y compris les audits et les mesures de conformité.Améliorer la performance des usines et la cohérence des résultats grâce au développement des employés, à la maintenance préventive, à l'amélioration des processus et à la mise en œuvre des projets d'investissement.Gérer les activités de budgétisation et la gestion continue des coûts.Assurer un effectif engagé en dirigeant, en encadrant et en inspirant les employés de l’usine pour qu’ils réalisent leur plein potentiel.Gérer toutes les questions liées aux ressources humaines, notamment: embauche, formation, coaching et perfectionnement, gestion de la performance, communications et récompenses formelles / informelles.Soutenir l'exécution de tous les projets en cours, ainsi que le développement et la justification de tous les projets d'immobilisations.Assurer la planification efficace de la cédule de production en fonction des commandes, de la disponibilité du personnel sur place et des échéanciers de productionAssurer la détermination et le respect de nos objectifs de production : coûts, délais, qualité;Assurer la supervision des méthodes de travail utilisées, voir à l’atteinte des objectifs de productivité et s’assurer de l’utilisation efficace des ressources humaines et matérielles;Résoudre les problèmes reliés au travail et recommander des changements dans les procédés, les équipements ou les conditions de travail afin d’améliorer la productivité dans l’usine.Mettre en marche et évaluer de nouveaux équipements et procédés de production;Mettre en place des méthodes d’amélioration continue;Voir à l’application des règles de santé et de sécurité au travail;Créer et maintenir un environnement de travail suscitant un haut niveau de motivation;Toutes autres responsabilités requises pour accomplir la mission du Directeur d’usine. ExigencesBaccalauréat en ingénierie10 à 15 ans d'expérience dans une fonction similaire en tant que directeur d'usine ou responsabilités substantielles en tant que directeur des opérations.De l’expérience au sein d’une usine de fabrication de produits alimentaires transformés sous inspection fédérale et avec une reconnaissance HACCP, un atoutMaîtrise des principes d’amélioration continue et des outils méthodologiques de résolution de problèmes et d'animation de la performance (PDCA, 5 pourquoi, SMED, Kaizen, Lean, Pareto). Doit avoir implanté certains de ceux-ci.Leadership efficace et fortes habilités de managementFortes habilités de coaching, de développement et de formation de personnel de productionFortes aptitudes en diagnostic et résolution de problèmesCapacités d’exceller dans un environnement progressif et très dynamiqueRéalisations qui témoignent de votre capacité à gérer le changement et à accroître la productivité de l’organisation du travailBilinguisme (anglais/français)Maîtrise des logiciels de la suite MS Office et Outlook. La connaissance des logiciels de gestion de production représente un atout considérable.Expérience avec SAPÊtre disponible pour un support à la production incluant les fins de semaine et le soir  The Plant Manager's mission is to manage all plant activities in order to provide products within the established standards, and in accordance with company values Job Description You will be responsible for carrying out all your work by integrating all aspects of SQDCM *. *SQDCM = Safety/Quality/Delivery/Cost/Morale Specific ResponsibilitiesManage the Production, Maintenance and Warehouse areas in order to deliver the products required by the customers, based on the availability of on-site personnel and production schedules;Direct all aspects of health, safety and quality assurance to ensure a safe working environment for all employees.Lead the process of systems development, implementation and management, including audits and compliance actions.Improve plant performance and consistency of results through employee development, preventive maintenance, process improvement and implementation of capital projects.Manage budgeting activities and ongoing cost management.Ensure an engaged workforce by leading, coaching and inspiring plant employees to achieve their full potential.Manage all human resource issues including: hiring, training, coaching and development, performance management, communications and formal/informal rewards.Support the execution of all ongoing projects and the development and justification of all capital projects.Ensure effective planning of the production schedule based on orders, on-site staff availability and production timelinesEnsure the determination and respect of our production objectives: costs, deadlines, quality;Supervise the work methods used, ensure that productivity objectives are met and ensure the efficient use of human and material resources;Solve work-related problems and recommend changes in processes, equipment or working conditions to improve productivity in the plant.Implement and evaluate new production equipment and processes;Implement continuous improvement methods;Ensure the application of health and safety rules in the workplace;Create and maintain a highly motivating work environment;All other responsibilities required to accomplish the mission of the Plant Manager. RequirementsBachelor's degree in an Engineering Program required.10-15 years. Must have reached Plant Manager level.Experience in a federally inspected processed food manufacturing facility or similarly regulated site Proficiency in continuous improvement principles and methodological tools for problem solving and performance facilitation (PDCA, 5 Whys, SMED, Kaizen, Lean, Pareto). Must have implemented some of these.Effective leadership and strong management skillsStrong coaching, development and training skills for production staffStrong diagnostic and problem solving skillsAbility to excel in a progressive and fast-paced environmentAchievements that demonstrate your ability to manage change and increase productivity in the work organizationBilingual (English/French)Proficiency in MS Office and Outlook software. Knowledge of production management software is a considerable asset.Experience with SAP is an assetAvailable for production support including weekends and evenings"
General Machinist,Dawn Staffing Solutions Inc,"Brampton, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,Staffing and Recruiting,"We are seeking a skilled General Machinist to join our client's team in Brampton, ON location.Shift - DayResponsibilitiesSet up and operate a variety of machine tools to produce precision parts according to engineering drawings and specifications. Utilize manual and computer-controlled machinery, such as lathes, milling machines, drill presses, and grinders, to perform machining operations. Measure and inspect machined parts using precision measuring instruments, ensuring compliance with dimensional tolerances and quality standards. Interpret engineering drawings, blueprints, and work instructions to determine machining processes, tooling requirements, and sequence of operations. Select appropriate cutting tools, speeds, and feeds for each machining operation, optimizing efficiency and ensuring the quality of finished parts. Troubleshoot and resolve issues related to machine setup, tooling, and machining processes to maintain productivity and quality standards. Perform routine maintenance tasks on machinery, such as cleaning, lubricating, and replacing worn components, to ensure optimal performance and longevity. Adhere to safety protocols and practices to minimize workplace hazards and promote a safe working environment. Collaborate with engineering, production, and quality assurance teams to optimize manufacturing processes and resolve technical challenges. Continuously strive to improve machining techniques, processes, and efficiencies through innovation and continuous learning. QualificationsMinimum of a high school diploma and Ontario Machinist Certification. At least 5 years of experience in machine shop and fabrication, particularly in producing thermoforming molds or similar applications. Proficiency in various tooling machinery usage, including Milling Machines, Lathes, Drilling Machine, Band saws, Grinders, etc. Ability to verify dimensions of machined parts or tooling using different measuring instruments such as Vernier Calipers, Micrometers, Height gauges, etc. Strong ability to read and interpret blueprints or examine sample parts to determine machining operations required."
Assembleur(se) électronique,Dimonoff,"Québec, Quebec, Canada",Not Applicable,5 days ago,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing","Description de l'entrepriseNous voyons grand !Véritable pionnier dans le marché mondial des villes intelligentes et produits connectés, Dimonoff a comme objectif de créer un monde connecté, intelligent, durable et sécuritaire, en créant un écosystème IdO (IoT) polyvalent et générique.Avec plus de 575 projets réussis dans plus de 11 pays, Dimonoff puise son expertise dans les technologies de contrôle et d’analyse dans les domaines des villes intelligentes, de l’efficacité énergétique, de la mobilité, de l’efficience des services publics, de la sécurité publique, etc.En tant qu'entreprise et titulaire du sceau Concilivi, nous veillons à offrir à nos employés une culture de croissance individuelle et professionnelle dans un environnement d'apprentissage continu et de collaboration en équipe, dont la conciliation famille-travail est une priorité. Travailler chez Dimonoff c’est pousser tes limites et avoir une contribution significative sur des projets en équipe à forte valeur technologique.➡️ Pour apprendre plus sur Dimonoff: https://www.dimonoff.com/fr/Description du posteTu apporteras ton expérience pour effectuer et maintenir tout le processus d’assemblage électronique. Tu auras également la charge d’implanter et d’assurer de mettre à jour les documents d’assemblage. Voici à quoi ressemble le quotidien:Emballer, identifier et tester les produitsFaire de l’assemblage mécaniqueValider la qualité de réception des produits reçus Utiliser de la machinerieEncapsuler en époxy QualificationsNous recherchons une personne ayant :Un DES ou un DEP en réparation d’appareils électroniques audiovidéo1 à 3 ans d’expérienceConnaissance de la soudure de composants électroniques fin (un atout)Connaissance de la suite officeUn désir d’apprendre et de cheminer dans l’entrepriseInformations supplémentairesCe que nous offrons pour l’assembleur(se) en électronique :Conciliation famille-travail (reconnu par le sceau Concilivi) Horaire flexible Assurances collectives et télémédecine dès la première journée Reer avec cotisation de l’employeur Congés et vacances flexibles  Programme de reconnaissance des années de service  Activités sociales et sportives Possibilité de se développer et de grandir dans une entreprise en croissanceStationnement sur placeCafé gratuit"
Area Manager - Industrial - Mechanical & Electrical,Ganotec,"Toronto, Ontario, Canada",Not Applicable,1 day ago,Full-time,Management and Manufacturing,Construction and Civil Engineering,"Requisition ID: 170971Job Level: ExecutiveHome District/Group: Ganotec DistrictDepartment: Field OperationsMarket: IndustrialEmployment Type: Full TimePosition OverviewGanotec is looking for an Area Manager that will be responsible for project development, people development, estimates, and project sponsorship for EPC projects. The Area Manager will develop and maintain trusting relationships with key client decision makers. The candidate will need to be able to lead a team to develop accurate EPC estimates with appropriate risk analysis and winning execution strategies.The Area Manager will be responsible for projects take-offs once awarded and provide oversight and direction for the project team regarding safety, quality, project controls, financials, and client relationship partnering to assure a successful project. Candidate will need the capacity to manage several estimates and projects simultaneously in the $100M to $1B size range or single $1B+ estimates and projects.The Area Manager is always the first level of off-site management on a project. He meets with project management teams regularly to review progress and ensure they have all necessary resources to be successful. The Area Manager provides experienced leadership, supervision and construction expertise to project teams and leads other senior and junior personnel in estimating, planning, engineering, and contract fulfillment. He or she also frequently works with client representatives and executives to communicate progress and resolve any issues needing attention.District OverviewGanotec is a full service, heavy industrial contractor serving the industrial sector across Canada. Ganotec typically self performs all major disciplines including, civil, structural steel erection, heavy mechanical equipment installation, process piping and electrical / instrumentation and controls. We conduct our business through a variety of commercial contract styles including full turnkey, EPC, design build, T&M and conventional discipline packages. We have always been a strong proponent of “partnering”, working in collaboration with owners, major equipment suppliers and engineers at the early stages of the project development phase to allow for a more cost-effective execution strategy for the project. Ganotec continues to position ourselves towards the future, constantly seeking growth opportunities yet never losing sight of what has made the company so successful.LocationThis position will have home location based in the Greater Toronto Area (GTA). Oakville ONResponsibilitiesThe Area Manager has overall accountability for projects throughout the GTA. As the Area Manager you will act as the representative of the organization, and play a vital leadership role through: Provide Operations 'championship' for the projects throughout the Ontario region. Provide business expertise and guidance to the Project Manager(s). Act as the liaison between the project owners, the business community and key management decision making groups. Act as an arbitrator and making decisions that may be beyond the authority of the Project Manager. Ensure that the business need is valid, correctly prioritized and project is properly launched. Ensure that the projects remains a viable business proposition. Ensure changes to the projects are properly managed and risks are assessed. Establish the project organization, roles and reporting structure. Ensure the project is following all Safety Guidelines and policies. Approve key project deliverables. Initiate project reviews and audits and supporting the process of review with project team. Identify, assess, and inform the District of internal and external risks and issues that affect the business. Use logic, data and experience to recognize conflicts and facilitate solutions. Understand and prioritize the overall quality and safety of the project, the methods used to develop it and the end product. Work closely with ``Get Work`` and ``Build Work`` teams and other internal departments ensuring maximum exposure of the Company’s capabilities, including an understanding of the offerings of other Kiewit business units and the presentation of those capabilities when appropriate. Communicate effectively with all stakeholders including the client, vendors, and subcontractors. Drive business growth through expanding service offerings within existing clients. Present ideas in a persuasive and compelling way; gains support and buy-in without demanding it; influence others to the desired course of action. Collaborate actively with the Business Line Manager of business planning and market strategy. Champion innovation and continuous improvement; drive efficiency and productivity and seek ways to improve customer satisfaction and employee engagement. Identify, evaluate, and mitigate operating risks inherent in the business that could materially impact the company’s reputation and/or operating results. Build strong relationship with other Operational Leaders of the District and foster effective teamwork between leadership and staff. Develop our people and provide mentorship to future builders by sharing knowledge, experiences and knowing the company’s learning and developmental resources.Qualifications Bachelor’s degree in engineering, construction management or business preferred. 15+ years of relevant experience in construction or engineering leadership to the mechanical and/or electrical construction market. Experience in contract negotiation in a union industrial construction market for engineering, construction and EPC project work. Experience preferred in Industrial/Electrical/Mechanical construction operations and/or operations management. Able to rapidly develop strategies and tactical plans to position Ganotec in these markets. Innovative and have the ability to perceive business opportunities and work closely with company management in developing and executing strategies which capitalize on these opportunities. Possess a professional demeanor that builds trusting relationships. Strong client negotiation skills. Highly motivated, with a demonstrated passion for excellence in taking initiative. Demonstrated commitment to ethics and integrity. Excellent written and oral communication skills in English. French is considered an asset. Interact effectively both professionally and socially with people of all levels. Aggressive about career advancement through results-based performance. Conduct himself/herself in a manner which will reflect favorably upon the company, enhance its reputation and promote good will. Maintain a reputation for integrity, maturity, and sound business judgment. Up to 50% travel required.Other Requirements: Regular, reliable attendance Work productively and meet deadlines timely Communicate and interact effectively and professionally with supervisors, employees, and others individually or in a team environment Perform work safely and effectively. Understand and follow oral and written instructions, including warning signs, equipment use, and other policies. Work during normal operating hours to organize and complete work within given deadlines. Work overtime and weekends as required. FIELD ROLES ONLY May work at various different locations and conditions may varyWe offer our fulltime staff employees a comprehensive benefits package that’s among the best in our industry, including top-tier medical, dental and vision plans covering eligible employees and dependents, voluntary wellness and employee assistance programs, life insurance, disability, retirement plans with matching, and generous paid time off.We believe in equal opportunity in employment practices without discrimination and comply with all laws regarding human rights in the provinces where we operate."
Mechanical Designer,Atlas Copco,"Burlington, Ontario, Canada",Not Applicable,1 day ago,Full-time,Engineering and Information Technology,Machinery Manufacturing,"Our solutions are a key part of most industries - electronics, medical research, renewable energy, food production, infrastructure and many more. Working with us means working with the latest technologies and groundbreaking, sustainable innovations.Join us on our journey for a better tomorrow.Your RoleCPC Pumps International Inc. is a part of the Atlas Copco Group, a world-leading industrial group present in more than 180 countries, over the span of approximately 150 years. It is a company that serves customers with innovative compressor, vacuum, power, and industrial technologies. CPC Pumps specializes in designing, manufacturing, testing, and servicing of engineered heavy duty process centrifugal pumps (fully API 610 Compliant) for the CCUS, Green Energy / Circular Economy, H2, LNG, Chem-Petrochem and power-generating industry since 1957.CPC Pumps is looking for a talented professional to join our team to fill the role of Mechanical Designer.PurposeThe Mechanical Designer is responsible to create designs and technical drawings for rotating machinery and equipment. They will work closely with engineers, project managers, and other professionals to create and improve product designs and to develop drawings for a wide variety of machines, including pumps and skids.Duties And Responsibilities Prepare engineering designs and drawings of machined components, welded fabrications, pipe layouts and full assemblies of pumps in both SolidWorks & AutoCAD Prepare and release engineering documents, such as bill of materials and contract documents (Outline drawings, sectionals, inspection and test plans) Review and update pump layouts, engineering documents and drawings for conformity and errors Develop/maintain existing and new engineering standards through cooperation with the different engineering function Select materials and components based on project specifications Review contract requirements and customer specifications to ensure compliance with purchase order, industry standards and applicable regulatory requirements Review pump design and sub-components to ensure proper fit and design along with compliance with customer specifications Recommend design engineering procedure changes and improvements Participate in conference calls and customer meetings (occasional travel is involved) Adhere to ISO quality procedures and processes for drawing management and controlTo succeed, you will need Qualification Requirements Strong verbal and written communication skills with ability to work well with others Ability to work on multiple projects at a time Well organized and able to prioritize tasks Attention to detail is a must Proven self-starter with strong work ethic, high energy, and positive attitude Commitment to customer service and ability to work in a team-oriented environment SolidWorks or equivalent CAD software (minimum 2 years of experience) AutoCAD for 2D sketching (minimum 2 years of experience) Strong Microsoft Office (Excel, Word, Outlook) skillsEducation And/or Experience Mechanical Engineering Bachelor's Degree or equivalent Minimum of 4 years’ experience in a manufacturing/industrial field is preferred Experience with rotating equipment (pumps, turbines, motors, etc.) is an asset Experience with pressure vessels and structural fabrication is an asset Knowledge of common industry standards (e.g., ASME, ASTM, API) is preferredPhysical Demands Office environment involves sedentary work with repetitive motion of the wrists, hands, and/or fingers Ability to work in a fast-paced environment where problems occur and workload is heavy Reasonable accommodations may be made to enable individuals with disabilities to perform essential job functionsWork Environment Work environment involves working in both the warehouse and office settings Warehouse environment involves ability to work in a high noise area, work around moving conveyors, forklifts, machines, and equipment. Must wear personal protective equipment, including safety glasses and steel toed boots, while working in warehouse Must be aware of and comply with all relevant safety policy and proceduresCPC Pumps International Inc. is an equal opportunity employer committed to diversity, inclusion, and accessibility. We welcome applications from all qualified individuals. If contacted for an interview, please inform us of any accommodation that you may require during the hiring process.In return, we offer you Competitive compensation Excellent dental and health benefits plan Company’s social eventsCityBurlingtonRecruiter[email protected]Hiring ManagerBryan JanuszkiewiczLast Day to ApplyDiverse by nature and inclusive by choiceBright ideas come from all of us. The more unique perspectives we embrace, the more innovative we are. Together we build a culture where difference is valued and we share a deep sense of purpose and belonging."
Controls Engineer,Dawn Staffing Solutions Inc,"East Gwillimbury, Ontario, Canada",Entry level,5 days ago,Full-time,Engineering and Information Technology,Motor Vehicle Manufacturing,"One of our automotive clients in Newmarket, ON is looking for  Controls Engineer for their facility.Shift - NightDuties And ResponsibilitiesDesign and execute control systems for industrial equipment using PLC technology. Configure PLC hardware and programs, including ladder, structured text, and function blocks. Contribute to the development of equipment motor and device lists. Demonstrate proficiency in comprehending safety risk assessments and integrating safety considerations into designs. Provide support to design engineers in the development of electrical drive and PLC panel designs. Conduct training sessions for engineers, robotic technicians, and tradespeople on control systems. Ensure the safety, quality, and production aspects by reviewing changes in the asset manager. Coordinate the enhancement of plant and equipment layout, process improvements, die changes, and first-off improvements. Participate in the development and maintenance of standard costs for all products. Facilitate the introduction of new products, collaborating on supplier selection for subcontracted operations. Review operator instructions, ensuring assembly equipment readiness, addressing packaging requirements, and overseeing manufacturing engineering tasks. Maintain a daily presence on the production floor, offering engineering support in ergonomic evaluations, methods improvement, equipment procurement, fabrication, and safety. QualificationsPossess a college diploma or university degree in an engineering discipline. Accumulate a minimum of 5 years of experience in a related field or discipline. Demonstrate a strong understanding of manufacturing processes and systems. Exhibit proficient technical report writing skills. Showcase excellent problem-solving techniques and methods. Possess outstanding communication and interpersonal skills."
Millwright - Manufacturing (HP),Star Employment,"Mississauga, Ontario, Canada",Entry level,1 day ago,Full-time,Management and Manufacturing,Staffing and Recruiting,"Job DescriptionWe are looking for an experienced Millwright who has experience in Manufacturing company for our client located at Mississauga. It is a candle manufacturing company.Responsibilities:  Conduct preventive maintenance procedures to ensure optimal performance.  Collaborate with team members to identify and address mechanical issues.  Always adhere to safety protocols and regulations.  Keep accurate records of maintenance activities.  Maintain and service machines and equipment used in the manufacturing facility.  Inspect and assess machinery to detect irregularities and malfunctions.  Adjust machinery and repair or replace defective parts.  Operate machine tools to fabricate parts required for overhaul, maintenance, or set-up of machinery.  Interpret mechanical, pneumatic, and hydraulic blueprints or schematics and translate ideas accurately.  Collaborate with the maintenance team to relocate or install stationary industrial machinery and mechanical equipment in the plant. Requirements:  Certificate of Industrial Mechanic (Millwright) (443A) preferred.  Proven experience as a Millwright in a manufacturing environment.  Strong mechanical aptitude and troubleshooting skills.  Ability to work independently and as part of a team.  Excellent communication and problem-solving abilities. Location: MississaugaShift: All Shift (Mon – Fri)Pay Rate: $34/hr. to $36/hr. (depending upon experience)"
Antenna Engineer,Sinclair Technologies,"Aurora, Ontario, Canada",Mid-Senior level,1 week ago,Full-time,Engineering and Information Technology,Internet Publishing,"Why Join Sinclair Technologies?We have an innovative and outstanding team of industry professionals who drive our ongoing success at Sinclair. We strive to offer a supportive, inclusive and nurturing environment that helps our employees expand their careers and reach their highest potential.Summary: As an Antenna Engineer, you will be responsible for the design and development of advanced antennas for use primarily with base stations, vehicles, and handheld in public safety, law enforcement, and mobile communications systems. You will be responsible for the design, modeling & analysis, fabrication, testing, and measurement of innovative antennas. In addition to short-term deployment-driven tasks, you will have the opportunity to develop novel concepts and new designs that satisfy the long-term antenna needs of the company. You will work closely and communicate effectively with other members of the development team, including other antenna and mechanical engineers. You will demonstrate strong problem-solving abilities, be self-motivated, and a good team player, as well as be able to work with minimum supervision.What You'll Do:Perform computer-aided design and analysis of innovative antennasProvide antenna specifications, design requirements, and simulationsProvide R&D technical support to the antenna engineer manager/team lead.Carry out antenna prototype development and testing, both in the lab and in the fieldPerform near and far-field testing of antennas in state-of-the-art facilitiesDesign for novel and challenging antennas in the low band, VHF, UHF, and 5G/6G, mobile wireless communication systemsWhat You'll Bring:At least 3 years of hands-on experience designing, simulating, analyzing, and testing antennasKnowledge or experience in the design of wideband and high-efficiency handheld whip antenna design in VHF and UHFKnowledge or experience in the design of Satcom antennas, massive MIMO, and beam-forming/steering antennasKnowledge of the latest technologies in antenna design (5G/6G MIMO, Metamaterials, reconfigurable structures, etc.) would be an assetStrong ability to use antenna EM simulation tools like HFSSHands-on with antenna rapid/prototypingHands-on experience in testing and tuning RF components and/or antennas (VNA, antenna pattern measurement systems, gain, efficiency, VSWR/return loss, isolation, etc.)Knowledge of Passive Intermodulation (PIM) and PIPWorking experience with PCB design process and software tools (OrCAD or similar) would be an assetKnowledge of and exposure to high-volume and high-quality manufacturing processes Prior working experience in a cross-functional engineering team in a fast-paced, priority-changing environment would be a definite assetStrong problem-solving and troubleshooting abilities would be a definite assetM.Eng / MSEE or equivalent, PhD would be an assetWhat We Offer:Paid vacation days;5 paid sick days;100% paid by employer comprehensive health benefits package including medical, dental, life & disability insurance and more (coverage varies);4% RRSP matching;Up to an annual maximum of $2,000 per year professional development fund for designations and accreditations;100% reimbursed job-related training;Fitness reimbursement program;Flexible hours of work based on position;Employee Referral Program;Employee Award Program;Plenty of on-site parking & a 5-minute walk to GO Train station;Office located in a serene location full of greenery in Aurora, ON (go for a quick hike at lunch at Sheppard’s Bush!);Employee events & initiatives: company BBQs, free lunch events, ice cream trucks, employee raffles, and a lunchroom fully stocked with a variety of coffees & teas.Please note that benefits may vary by location and employment status.Applicants must hold either a Canadian citizenship, Canadian Permanent Residency, or Work/ Study Permit. Unfortunately, we are unable to provide assistance for work authorization. About Us:Sinclair Technologies, a division of Norsat International Inc., is a leading designer and manufacturer of antenna and RF signal conditioning products, systems, and coverage solutions. Sinclair products are used extensively in public safety and private industry communication networks, such as emergency services, transportation, natural resources, and utilities. We have over 70 years of industry-leading expertise in all aspects of antenna and RF signal conditioning design and manufacturing. With a strong focus on R&D, we continue to expand our product offerings and offer industry-leading technical solutions.Reports to: Antenna Engineering ManagerPosition Type: Permanent Full-TimeDiversity Statement:The Company values a diverse workplace where equal employment opportunities are available and commits to practicing a fair recruitment and hiring process in which all candidates are considered based on their skills, abilities, and fit with the Company. All qualified applicants will receive consideration for employment without regard to race, color, ancestry, place of origin, religion, age, sex, gender identity or expression, sexual orientation, marital status, family status, pregnancy, and physical or mental disability.Accessibility Accommodations:More information about our accessible workplace, including disability accommodations, is available upon request for candidates taking part in all aspects of the selection process.Security Screening Requirement:Sinclair is a secure facility; thus, all employment is contingent upon the selected candidate’s successful clearance from federal security screenings, including Criminal Record Check.We thank all applicants in advance for their interest; however, only those under consideration will be contacted.Diversity Statement:The Company values a diverse workplace where equal employment opportunities are available and commits to practicing a fair recruitment and hiring process in which all candidates are considered on the basis of their skills, abilities, and fit with the Company. All qualified applicants will receive consideration for employment without regard to race, colour, ancestry, place of origin, religion, age, sex, gender identity or expression, sexual orientation, marital status, family status, pregnancy, and physical or mental disability.Accessibility Accommodations:More information about our accessible workplace, including disability accommodations, are available upon request for candidates taking part in all aspects of the selection process.Security Screening Requirement:Sinclair is a secure facility; thus, all employment is contingent upon the selected candidate’s successful clearance from federal security screenings, including Criminal Record Check.We thank all applicants in advance for their interest; however, only those under consideration will be contacted.No recruiters please.Powered by JazzHR8uKJPYLbXa"
"Photonics Engineer (MTL, QC)",The Agency by Workland,"Montreal, Quebec, Canada",Entry level,4 days ago,Full-time,Engineering,Human Resources Services,"LOOKING FOR A PHOTONICS ENGINEERDo you have experience in photonics and want to experience living in the beautiful city of Montreal, in a high-potential, high-tech company? Do you want the opportunity to have significant impact on the world by contributing to the future of and leading the design of autonomous vehicles? If so, this opportunity is for you!About The OpportunityWorkland presents an amazing career opportunity for its client, currently seeking a Photonics Engineer with a passion for finding cost-effective solutions, digital signal processing, and FPGA programming. The client is a fast-growing Canadian company based in the beautiful city of Montreal, whose technology portfolio focuses on photonic integrated sensors. The technology involves developing simple, compact, low-cost, low-power consuming, and high-performance sensors for applications in navigation systems such as Inertial Measurement Units (gyroscopes and accelerometers).WHY SHOULD THIS OPPORTUNITY INTEREST YOU?Opportunity to change the world through high-impact, next-generation technology. Develop modern & innovative technologies in the exciting field of autonomous navigation. Grow your skills and knowledge in state-of-the-art technology, with unlimited potential. Ability to contribute and have a major impact on the company's future. Be a part of the founding team of a company who will experience exponential growth in the next years. Exciting and challenging opportunities for continuous professional growth. Competitive compensation and benefits program. Start-up, high-tech and down to earth work environment. Offices located in beautiful old Montreal. Join a well financed start-up who will assist you through the immigration process, if you are from abroad. POSITION SUMMARY:Reporting to the Director of Engineering, the Photonics Engineer will participate in the development of integrated photonics-based motion sensors adapted for, for example, self-driving vehicles and autonomous drones. The Photonics Engineer will be an experimentalist with hands-on experience in the assembly and characterization of integrated optical devices, as well as deep knowledge of micro-optical sensors especially in the field of micro-optical resonators.YOUR TASKS AND RESPONSIBILITIES WILL BE:Design and characterize Photonic Integrated Circuits (PIC) building blocks (Splitter, circulator, filters, resonators, etc.). Conduct loss characterization of optical waveguides. Work closely with the hardware electronics team. Create, build, debug optical test setup for sensor characterization, perform electro-optical experiments. Conduct data analysis and reporting. Participate in all aspects of the design of the opto-electronics devices. Procure optical, electro-optical and electronics parts based on performance needs. REQUIREMENTS FOR THIS POSITION ARE:Minimum B.Sc. in electrical Engineering, electro-photonics, physics (optics) or equivalent. Minimum 3 years of industry working experience in optoelectronics devices testing and characterization and/or Integrated-Photonics system design and test. Extensive hands-on experience in photonics building blocks characterization such as ring resonator, Fabry-Perot, and optical waveguide loss measurement as well as signal processing of electro-optical devices. Hands-on experience working with optical components such as waveguides, splitters, circulators, isolators, phase modulators, Mach-Zehnder, Ring resonators, lasers, detectors, and software. Tangible technical achievements, which might include relevant work experience, patents, successful projects or publications. Deep knowledge in Integrated-Photonics based sensors preferably in the field of micro-optical resonators. Deep knowledge of working with tunable lasers, OSA, Oscilloscopes, polarizers, VOAs, detectors, etc. Dynamic project management skills, adaptive to fast-paced, creative start-up working environment. Experience with software OptiSpice, Lumerical Interconnect, Cadence Allegro/OrCad, Vivado, Matlab/Simulink, Spyder python, GCC/G++, Git, Altium Designer or Labview is an asset. Experience in cleanroom, motion sensors and MEMS is an asset. Bilingualism in French and English is an asset. IDEAL CANDIDATE CHARACTERISTICS:CreativeMeticulous and detailed orientedLeader with strong communication and interpersonal skillsSelf-motivated and organizedCollaborative and a team playerAbout WorklandWorkland is proud to have been mandated to assist this company in the recruitment process for this job opportunity. Workland's mission is to solve recruitment and job search challenges through the combination of technology and human creativity. The ultimate goal is to accelerate and facilitate the match between talented individuals and the right organizations, through an approach that supports diversity, equity & inclusion in the workplace."
Electronic Engineer,Voila Talent Solutions,"Bolton, Ontario, Canada",Entry level,3 days ago,Full-time,Engineering and Information Technology,"Staffing and Recruiting and Appliances, Electrical, and Electronics Manufacturing","Our manufacturing client in Bolton is looking to add an Electrical Engineer to their team. This is a full-time permanent role with benefits.  Responsibilities:Design and develop electronic circuitsPCB Board Layout DesignDeveloping software infrastructure for new systems and productsResearch for new components and conduct component selectionPrepare schematics, BOM, netlistsSoftware development and maintenanceAnalyze system requirementsPerform design verification to determine if the requirements have been met.Understand and follow company policies, procedures, work instructions and standards and makes recommendations for continuous improvementsWork with external contract engineering firms, suppliers, board manufacturingTroubleshoot and rework prototype boardsQualifications:5+ years in a similar roleproficiency with programming languages C, C++, C# and Python (or other programming languages)knowledge of l2C BUS, SPI BUS, CAN BUS, Arduino Firmwareexperience working with and programming microcontrollersExperience working with ESP32Excellent problem-solving skillsExcellent communications skills, both oral and written.Proficient with office applicationsExperience working PADS or other PCB Design SoftwareAdditional Preferred Skills:Skill in both electronic and software designWeb-based programming"
